Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
ALIVERIUM X 10 CAP (PINAVERIO 100MG + SIMETICONA 300MG) VINCENTI,77.44,Insuaminca,0,0,0
ALIVET JBE PED  X 120 ML (ACETAMINOFEN  125MG / CLORFENIRAMINA 0.5MG)  LETI,49.78,Insuaminca,0,0,0
ALIVET X 8COMP DIA/4COMP NOCHE LETI,58.47,Insuaminca,0,0,0
ALIVETFA X 20 COMP. LETI,99.57,Insuaminca,0,0,0
ALIVIAMED 25 G LYA GEL ROLLON   LYA,32.4,Insuaminca,0,0,0
ALLERFEX  120 MG X 10 TAB (FEXOFENADINA) PHARMETIQUE,53.26,Insuaminca,0,0,0
ALLIXON SABOR NARANJA 240ML LETI,44.0,Insuaminca,0,0,0
ALLOPURINOL 100MG X 30 TAB KIPHAR,32.4,Insuaminca,0,0,0
ALNEX INY 2.5G/ 5ML X  AMP. PISA (METAMIZOL SODICO),15.01,Insuaminca,0,0,0
ALOPURINOL 100 MG X 10 TAB CAJA X 10 BLISTER JMW,110.63,Insuaminca,0,0,0
ALOPURINOL 100MG X 30 TAB ANGELUS,35.56,Insuaminca,0,0,0
ALOPURINOL 100MG X 30 TAB NIO PHARMACEUTICAL,27.66,Insuaminca,0,0,0
ALOPURINOL 300MG X 30 TAB NIO PHARMACEUTICAL,61.48,Insuaminca,0,0,0
ALPRAM 0.5MG X 30 TAB (ALPRAZOLAM) VALMORCA,54.68,Insuaminca,0,0,0
ALPRAM 1MG X 30 TAB (ALPRAZOLAM) VALMORCA,77.12,Insuaminca,0,0,0
ALPRAM 2 MG X 30 TAB (ALPRAZOLAM) VALMORCA,105.41,Insuaminca,0,0,0
ALPRAZOLAM 0.5MG X 30 TAB CALOX,28.45,Insuaminca,0,0,0
ALPRAZOLAM 1MG X 30 TAB CALOX,41.09,Insuaminca,0,0,0
ALRES 500MG/30MG/2MG X 10TAB ELMOR,34.77,Insuaminca,0,0,0
ALRES FORTE POLVO P/ SOLUCION ORAL 3GR X 6 SOBRES ELMOR,75.07,Insuaminca,0,0,0
ALSART 80MG X 10 CAP (VALSARTAN) SIEGFRIED,29.24,Insuaminca,0,0,0
ALUMBRE EN PIEDRA SOBRE X 10GR FARMAX,7.11,Insuaminca,0,0,0
ALUMBRE EN POLVO X 25 GRS CAJ X 12 SOBRE RECETTE MARK,335.49,Insuaminca,0,0,0
ALUMBRE PIEDRA 20 G  x 6 UND. F.S.I,99.57,Insuaminca,0,0,0
ALUMBRE POLVO SOBRE X 20GR LYA,22.76,Insuaminca,0,0,0
ALURON 100MG X 30 TAB (ALLOPURINOL) RONAVA,64.16,Insuaminca,0,0,0
AMARYL M 2MG / 1G X 16 TAB (GLIMEPIRIDA / METFORMINA) SANOFI,152.03,Insuaminca,0,0,0
AMBIODIPINA 10MG X 30 TAB (AMLODIPINA) BIO-MERCY,24.5,Insuaminca,0,0,0
AMBIODIPINA 5MG X 30 TAB (AMLODIPINA) BIO-MERCY,22.13,Insuaminca,0,0,0
AMBROXOL 15MG / 5ML x 120ML COLMED,56.74,Insuaminca,0,0,0
AMBROXOL 15MG/5ML X 120 ML PEDIATRICO KIMICEG,34.77,Insuaminca,0,0,0
AMBROXOL 30MG / 5ML x 120ML COLMED,56.74,Insuaminca,0,0,0
AMBROXOL 30MG/5ML JBE X 120ML LA SANTE,52.94,Insuaminca,0,0,0
AMBROXOL HCL 75 MG X 10 TAB LIBERACION SOSTENIDA CAMBRIDGE,38.72,Insuaminca,0,0,0
AMBROXOL JBE 15MG/5ML X 120ML S&G,34.77,Insuaminca,0,0,0
AMBROXOL PEDIATRICO 15MG/5ML X 120ML LA SANTE,45.83,Insuaminca,0,0,0
AMCORT JBE 15MG/5ML X 60ML (PREDNISOLONA) FARQUI,79.02,Insuaminca,0,0,0
AMFOTERICINA B POLVO X 1 AMP I.V. VITALIS,380.88,Insuaminca,0,0,0
AMIKACINA 100MG/2ML I.M/I.V AMP BIOSANO,11.85,Insuaminca,0,0,0
AMIKACINA 100MG/2ML I.M/I.V CAJA X 10 AMP KMPLUS,110.63,Insuaminca,0,0,0
AMIKACINA AMP 500MG/2ML CAJA X 10 AMP KMPLUS,165.94,Insuaminca,0,0,0
AMIKACINA AMP 500MG/2ML I.M/I.V VITALIS,18.96,Insuaminca,0,0,0
AMIKACIS AMIKACINA 5% CREMA  X 20 G  BOOZ,22.13,Insuaminca,0,0,0
AMINOFILINA 250MG/10ML AMP I.V BIOSANO,25.29,Insuaminca,0,0,0
AMINOFILINA AMP 25MG/1ML X 10ML BRIXMEDIC,18.17,Insuaminca,0,0,0
AMINOFUNI AMP 250MG/10ML CAJA X 10 AMP (AMINOFILINA) UNIPHARMA,189.65,Insuaminca,0,0,0
AMIODARONA 200MG X 10 TAB CAJA X 10 BLISTER LAND,529.43,Insuaminca,0,0,0
AMIODARONA CLORHIDRATO 200MG X 10 TAB GENCER,83.45,Insuaminca,0,0,0
AMIODARONA HCL 200MG X 10 TAB BIOTECH,64.01,Insuaminca,0,0,0
AMIPER 10MG X 30TAB (AMLODIPINE) PHARMA COLINA,22.13,Insuaminca,0,0,0
AMIPER 5MG X 30TAB (AMLODIPINE) PHARMA COLINA,19.76,Insuaminca,0,0,0
AMLODIPINA  BESILATO 10MG X 10 TAB CAJA X 10 BLISTER LAND,72.7,Insuaminca,0,0,0
AMLODIPINA 10 MG CAJA X 10 TAB JMW,4.74,Insuaminca,0,0,0
AMLODIPINA 10 MG X 10 TAB ARTE MEDICO,7.9,Insuaminca,0,0,0
AMLODIPINA 10 MG X 30 TAB ARTE MEDICO,21.34,Insuaminca,0,0,0
AMLODIPINA 10 MG x 30 TAB CALOX,34.77,Insuaminca,0,0,0
AMLODIPINA 10MG X 10 COMPR GENVEN,11.06,Insuaminca,0,0,0
AMLODIPINA 10MG X 10 TAB CAJA X 10 BLISTER BERYL,71.12,Insuaminca,0,0,0
AMLODIPINA 10MG x 10 TAB CALOX,14.38,Insuaminca,0,0,0
AMLODIPINA 10MG X 10TAB NIO PHARMACEUTICAL,12.64,Insuaminca,0,0,0
AMLODIPINA 10MG X 20 TAB KIMICEG,35.88,Insuaminca,0,0,0
AMLODIPINA 10MG X 30 COM GENVEN,28.45,Insuaminca,0,0,0
AMLODIPINA 10MG X 30 TAB BLUE MEDICAL,25.44,Insuaminca,0,0,0
AMLODIPINA 10MG X 30 TAB BUKA,21.34,Insuaminca,0,0,0
AMLODIPINA 10MG X 30TAB ALESS,34.77,Insuaminca,0,0,0
AMLODIPINA 10MG X 30TAB NIO PHARMACEUTICAL,22.13,Insuaminca,0,0,0
AMLODIPINA 5 MG X 10 TAB CALOX,11.06,Insuaminca,0,0,0
AMLODIPINA 5 MG X 30 TAB CALOX,27.82,Insuaminca,0,0,0
AMLODIPINA 5MG X 28 TAB GDG PHARMA,21.34,Insuaminca,0,0,0
AMLODIPINA 5MG X 30 TAB KIMICEG,27.66,Insuaminca,0,0,0
AMLODIPINA 5MG X 30TAB ARTE MEDICO,19.76,Insuaminca,0,0,0
AMLODIPINA 5MG X 30TAB NIO PHARMACEUTICAL,20.39,Insuaminca,0,0,0
AMLODIPINA 5MG X 60 COMPR BLUEPHARMA,94.82,Insuaminca,0,0,0
AMLODIPINO 10 MG X 10 TAB ADN MEDICAL,8.69,Insuaminca,0,0,0
AMLODIPINO 10MG X 10 TAB CAJA X 10 BLISTER PORTUGAL,55.31,Insuaminca,0,0,0
AMLODIPINO 10MG X 20 COMPR SPEFAR,30.82,Insuaminca,0,0,0
AMLODIPINO 5MG X 20 COMPR SPEFAR,36.03,Insuaminca,0,0,0
AMOKLAVIN-BID 400MG/57 MG FORTE (AMOXICILINA/ACIDO CLAVULANICO SUSP X 70 ML DEVA,137.49,Insuaminca,0,0,0
AMOXICILINA / CLAVULANATO DE POTASIO 625MG X 20 TAB MEDEK,181.75,Insuaminca,0,0,0
AMOXICILINA / CLAVULANICO 875MG/125MG X 14 TAB CALOX,148.4,Insuaminca,0,0,0
AMOXICILINA + ACIDO CLAVULANICO 125MG + 62.5 MG/ 5ML SUSP. X 60ML ZAKI,63.22,Insuaminca,0,0,0
AMOXICILINA 250MG/5ML X 45ML SPEFAR,35.4,Insuaminca,0,0,0
AMOXICILINA 500MG X 10 CAP CAJA X 10 BLISTER SAAD,158.04,Insuaminca,0,0,0
AMOXICILINA 500MG X 30 TAB BLUE MEDICAL,66.38,Insuaminca,0,0,0
AMOXICILINA 500MG X 6 CAP LA SANTE,31.61,Insuaminca,0,0,0
AMOXICILINA 875MG + ACIDO CLAVULANICO 125MG X 14 TAB BUKA,177.0,Insuaminca,0,0,0
AMOXICILINA SUSP. ORAL PEDIATRICO 125MG/5ML X 100ML  KMPLUS,27.66,Insuaminca,0,0,0
AMOXICILINA+ACIDO CLAVULANICO 875MG+125MG X 10TAB BIOS-VITA,126.43,Insuaminca,0,0,0
AMOXIVAL 250MG/5ML POLVO X 90 ML (AMOXICILINA) VALMORCA,85.34,Insuaminca,0,0,0
AMOXIVAL 500MG X 12CAP (AMOXICILINA) VALMORCA,61.48,Insuaminca,0,0,0
AMOXIVAL 750MG/5ML X 70ML (AMOXICILINA) VALMORCA,137.49,Insuaminca,0,0,0
AMOXIVAL 875MG X 20TAB (AMOXICILINA) VALMORCA,182.54,Insuaminca,0,0,0
AMOXIVAL A.C. 400MG-57MG/ 5ML POLVO X 60 ML (AMOXICILINA / AC CLAVULANICO) VALMORCA,173.37,Insuaminca,0,0,0
AMPICILINA 1G AMP I.V/I.M VITALIS,9.96,Insuaminca,0,0,0
AMPICILINA 500 MG AMP I.M/I.V VITALIS,9.48,Insuaminca,0,0,0
AMPICILINA 500MG X 10 CAP CAJA X 10 BLISTER SAAD,150.14,Insuaminca,0,0,0
AMPICILINA SUSP 125MG / 5ML X 100ML KMPLUS,32.4,Insuaminca,0,0,0
AMPICILINA/SULBACTAN 1.5G I.M/I.V KMPLUS,11.85,Insuaminca,0,0,0
AMSARTIQUE 80MG-5MG X 30 TAB (VALSARTAN-AMLODIPINO) PHARMETIQUE,127.22,Insuaminca,0,0,0
ANALPER CAF X 10 TAB (ACETAMINOFEN 500MG - CAFEINA 40MG) PHARMETIQUE,28.45,Insuaminca,0,0,0
ANALPER FEM PLUS X 10 TAB (IBUPROFENO 200MG - HIOSCINA 10MG) LA SANTE,60.06,Insuaminca,0,0,0
ANALPER FORTE 650MG X 10 TAB (ACETAMINOFEN) LA SANTE,16.59,Insuaminca,0,0,0
ANALPER NAX 250MG X 10 CAP (NAPROXENO) PHARMETIQUE,36.35,Insuaminca,0,0,0
ANALPER PLUS X 10 TAB (ACETAMINOFEN 500MG - HIOSCINA 10MG) PHARMETIQUE,70.33,Insuaminca,0,0,0
ANANTY 120MG/5ML X 120ML( ACETAMINOFEN) PLUSANDEX,32.24,Insuaminca,0,0,0
ANANTY FORTE 160MG/5ML JBE PED SABOR FRESA 120ML (ACETAMINOFEN) PLUSANDEX,32.24,Insuaminca,0,0,0
ANANTY FORTE 160MG/5ML SUSPENSION X 60ML (ACETAMINOFEN) PLUSANDEX,21.18,Insuaminca,0,0,0
ANAPIR 400MG X 10 CAP S/ AZUCAR (IBUPROFENO) FC PHARMA,40.3,Insuaminca,0,0,0
ANAPIR 400MG X 20 TAB (IBUPROFENO) FC PHARMA,25.29,Insuaminca,0,0,0
ANAPIR 600MG X 10 TAB (IBUPROFENO) FC PHARMA,28.45,Insuaminca,0,0,0
ANASMOL 2.5MG X 30 COMPR (WARFARINA SODICA) ROWE,78.23,Insuaminca,0,0,0
ANASMOL 5MG X 30 COMPR (WARFARINA SODICA) ROWE,124.85,Insuaminca,0,0,0
ANASTROZOL 1MG X28 TAB BRIXMEDIC,221.26,Insuaminca,0,0,0
ANASTWIN 1MG X 10 TAB (ANASTROZOL) CAJA X 10 BLISTER PRISM,395.1,Insuaminca,0,0,0
ANDADERA CON RUEDAS INSUAMINCA,790.2,Insuaminca,0,0,0
ANDADERA ESTÁNDAR INSUAMINCA,711.18,Insuaminca,0,0,0
ANDANTOL X 20 G (ALCANFOR / MENTOL) VARGAS,62.43,Insuaminca,0,0,0
ANGRIP NOCHE X 4 COMPR (ACETAMINOFEN / CLORFENIRAMINA) MEGALABS,39.83,Insuaminca,0,0,0
ANOMEX (HIDROCORTISONA+LIDOCAINA+OXIDO DE ZINC+ALANTOINA) X 10SUPOSITORIOS RECTAL TIARES,104.31,Insuaminca,0,0,0
ANTAAR 10MG X 10 TAB (BISOPROLOL) MCK,44.57,Insuaminca,0,0,0
ANTAAR 10MG X 30 TAB (BISOPROLOL) MCK,98.14,Insuaminca,0,0,0
ANTAAR 5 MG X 30 TAB (BISOPROLOL) MCK,71.75,Insuaminca,0,0,0
ANTAAR 5MG X 10 TAB (BISOPROLOL) MCK,32.24,Insuaminca,0,0,0
"ANTAAR HCT 2,5 MG - 6,25 MG X 10 TAB (BISOPROLOL / HIDROCLOROTIAZIDA) MCK",41.09,Insuaminca,0,0,0
"ANTAAR HCT 2,5 MG - 6,25 MG X 30 TAB (BISOPROLOL / HIDROCLOROTIAZIDA) MCK",94.82,Insuaminca,0,0,0
"ANTAAR HCT 5 MG - 6,25 MG X 10 TAB (BISOPROLOL / HIDROCLOROTIAZIDA) MCK",35.88,Insuaminca,0,0,0
"ANTAAR HCT 5MG - 6,25 MG X 30 TAB (BISOPROLOL / HIDROCLOROTIAZIDA) MCK",89.92,Insuaminca,0,0,0
ANTIACIDO (HIDROX ALUM+MAGNESIO+SIMETICONA) SABOR MENTA 360ML COASPHARMA,56.89,Insuaminca,0,0,0
ANTIFOM 40MG X10 TAB (SIMETICONA) VARGAS,86.45,Insuaminca,0,0,0
ANTIFOM FORTE 160MG X 10 TAB (SIMETICONA) VARGAS,107.31,Insuaminca,0,0,0
ANTIGRIPAL X 12 TAB (4 DIAS DE TRATAMIENTO DIA-NOCHE) VERMA,38.72,Insuaminca,0,0,0
ANTIGRIPAL X 6 SOBRES (4 DIAS DE TRATAMIENTO DIA / NOCHE) VERMA,69.54,Insuaminca,0,0,0
"ANTUX SOL ORAL 0,6% X 180ML (LEVODROPROPIZINA) LETI",161.2,Insuaminca,0,0,0
APIRET 180MG/5ML 120ML (ACETAMINOFEN) OFTALMI,50.26,Insuaminca,0,0,0
APIRET 180MG/5ML 60ML (ACETAMINOFEN) OFTALMI,25.46,Insuaminca,0,0,0
APIRET 250MG X 6 SUPOSITORIOS (ACETAMINOFEN) OFTALMI,40.93,Insuaminca,0,0,0
APLACAL 750MG X 10 TAB MAST S/ FRAMBUESA (CARBONATO DE CALCIO) SIEGFRIED,46.62,Insuaminca,0,0,0
APLACAL 750MG X 10 TAB MAST S/ MANDARINA (CARBONATO DE CALCIO) SIEGFRIED,46.62,Insuaminca,0,0,0
APOSITOS CIRCULARES X 100 UNDS (CURITAS) BRIUTCARE,57.75,Insuaminca,0,0,0
APYRENE 650MG X 10 CAP S/ AZUCAR (ACETAMINOFEN) FC PHARMA,32.4,Insuaminca,0,0,0
ARCODEX 120MG X 7 TAB (ETORICOXIB) PORTUGAL,72.7,Insuaminca,0,0,0
ARCOLANE 2% CHAMPU X 100ML (KETOCONAZOL) GALDERMA,426.71,Insuaminca,0,0,0
ARCOVAL 60MG X 7 TAB (ETORICOXIB) VALMORCA,55.31,Insuaminca,0,0,0
ARCOVAL 90MG X 7 TAB (ETORICOXIB) VALMORCA,77.12,Insuaminca,0,0,0
ARGENZIL CREMA 1% X 50 GR (SULFADIAZINA DE PLATA) APITER,114.58,Insuaminca,0,0,0
ARIMESH 15CM X 15CM X 5 UDS (MALLA QUIRURGICA DE POLIPROPILENO SINTETICA) ARIZI,1343.34,Insuaminca,0,0,0
ARNICA PLUS GEL CORPORAL PARA MASAJES TERMOACTIVO X 250G FC PHARMA,81.58,Insuaminca,0,0,0
ARTRITES 75MG/3ML CAJA X 5 AMP (DICLOFENAC SODICO) SIEGFRIED,229.16,Insuaminca,0,0,0
ARTRODAR 50MG X 30 TAB (DIACEREINA) LETI,172.9,Insuaminca,0,0,0
ASAPROL 81MG X 40 COMPR (ACIDO ACETILSALICILICO) LETI,25.29,Insuaminca,0,0,0
ASAPRUNI 81MG X 100TAB (ACIDO ACETILSALICILICO) UNIPHARMA,72.7,Insuaminca,0,0,0
ASARAP 10MG X 20 TAB (RIVAROXABAN) LETI,72.7,Insuaminca,0,0,0
ASARAP 15MG X 20 TAB (RIVAROXABAN) LETI,82.97,Insuaminca,0,0,0
ASARAP 20MG X 20 TAB (RIVAROXABAN) LETI,117.74,Insuaminca,0,0,0
ASCAFYL ANTIGRIPAL X 10 TAB (ACETAMINOFEN) SIEGFRIED,28.45,Insuaminca,0,0,0
ASCAFYL PLUS X 10 TAB (ACETAMINOFEN) SIEGFRIED,32.4,Insuaminca,0,0,0
ASCAFYL-SC 0.4MG-80MG GOTAS PED X 15ML (ACETAMINOFEN) SIEGFRIED,30.82,Insuaminca,0,0,0
ASPIRADOR  NASAL MODERPLAST,41.25,Insuaminca,0,0,0
ASPIRINA 81MG X 10TAB CAJA X 10 BIOS-VITA,71.12,Insuaminca,0,0,0
ATAMEL FORTE 650MG X 10 TAB (ACETAMINOFEN) PFIZER,37.14,Insuaminca,0,0,0
ATECARE 100MG X 30 TAB (ATENOLOL) GENIA CARE,67.96,Insuaminca,0,0,0
ATECARE 50MG X 30 TAB (ATENOLOL) GENIA CARE,61.64,Insuaminca,0,0,0
ATENOLOL 100MG X 10 TAB NIO PHARMACEUTICAL,11.85,Insuaminca,0,0,0
ATENOLOL 100MG X 14TAB CAJA X 10 BLISTER BRIXMEDIC,101.94,Insuaminca,0,0,0
ATENOLOL 100MG X 30 TAB BLUEMEDICAL,31.61,Insuaminca,0,0,0
ATENOLOL 100MG X30 TAB NIO PHARMACEUTICAL,39.51,Insuaminca,0,0,0
ATENOLOL 50MG X 10 TAB ARTE MEDICO,7.9,Insuaminca,0,0,0
ATENOLOL 50MG X 10TAB CAJA X 10 BLISTER BRIXMEDIC,71.12,Insuaminca,0,0,0
ATENOLOL 50MG X 10TAB CAJA X 10 BLISTER LAND,93.24,Insuaminca,0,0,0
ATENOLOL 50MG X 20 TAB ARTE MEDICO,13.43,Insuaminca,0,0,0
ATENOLOL 50MG X 30 TAB ARTE MEDICO,15.8,Insuaminca,0,0,0
ATENOLOL 50MG X 30 TAB BUKA,21.34,Insuaminca,0,0,0
ATENOLOL 50MG X 30 TAB KIMICEG,38.72,Insuaminca,0,0,0
ATENOLOL 50MG X 30 TAB LA SANTE,51.36,Insuaminca,0,0,0
ATODIP 5-20MG X 30TAB (AMLODIPINA / ATORVASTATINA) VALMORCA,71.91,Insuaminca,0,0,0
ATORVASTATINA 20 MG X 10  TAB KMPLUS,13.43,Insuaminca,0,0,0
ATORVASTATINA 20MG X 10TAB CAJA X10 BLISTER BRIXMEDIC,158.04,Insuaminca,0,0,0
ATORVASTATINA 20MG X 14 TAB LA SANTE,29.24,Insuaminca,0,0,0
ATORVASTATINA 20MG X 30 COM GENVEN,56.89,Insuaminca,0,0,0
ATORVASTATINA 20MG X 30 TAB ANGELUS,38.72,Insuaminca,0,0,0
ATORVASTATINA 20MG X 30TAB BUKA,44.25,Insuaminca,0,0,0
ATORVASTATINA 40MG X 10 COM GENVEN,50.57,Insuaminca,0,0,0
ATORVASTATINA 40MG X 14 TAB LA SANTE,64.8,Insuaminca,0,0,0
ATORVASTATINA 40MG X 20 COMPR SPEFAR,52.94,Insuaminca,0,0,0
ATORVASTATINA 40MG X 20TAB GENCER,105.89,Insuaminca,0,0,0
ATORVASTATINA 40MG X 30 TAB ANGELUS,50.57,Insuaminca,0,0,0
ATORVASTATINA 40MG X 30 TAB LA SANTE,151.72,Insuaminca,0,0,0
ATORVASTATINA 40MG X 30 TAB MEDRIKHA,44.25,Insuaminca,0,0,0
ATORVASTATINA 40MG X 30TAB BUKA,59.26,Insuaminca,0,0,0
ATOVAROL 20MG X 30 CAP (ATORVASTATINA) VIVAX,88.34,Insuaminca,0,0,0
ATOVAROL 40 MG X 14 CAP (ATORVASTATINA) VIVAX,77.76,Insuaminca,0,0,0
ATOVAROL 40MG X 30 + 14 CAP PACK X2 (ATORVASTATINA) VIVAX,157.25,Insuaminca,0,0,0
ATOVAROL 40MG X 30 CAP (ATORVASTATINA) VIVAX,145.87,Insuaminca,0,0,0
ATROALDO INHALADOR 20MCG X 200 DOSIS (IPRATROPIO) ALDO-UNION,157.25,Insuaminca,0,0,0
ATROBEL SOL GTAS 10MG/ML 15ML (HIOSCINA) RONAVA,49.62,Insuaminca,0,0,0
ATROPINA 1% SOL. OFT X 5ML CLEO,20.55,Insuaminca,0,0,0
ATROVERAN 10MG X 10 TAB (HIOSCINA) VARGAS,93.24,Insuaminca,0,0,0
ATROVERAN GOTAS X 15ML (HIOSCINA) VARGAS,83.76,Insuaminca,0,0,0
"AUGMEXICLAV SUSP 312,5MG/5ML X 70ML (AMOXICILINA+ACID. CLAV.) FUGEN",121.69,Insuaminca,0,0,0
AUGMEXICLAV SUSP 457MG/5ML X 70ML (AMOXICILINA+ACID. CLAV.) FUGEN,132.75,Insuaminca,0,0,0
AVELOX 400MG IV X 250ML (MOXIFLOXACINA) BAYER,474.12,Insuaminca,0,0,0
AXOKINE (MOXIFLOXACINA) 400 MG X 5 TAB LETI,138.28,Insuaminca,0,0,0
AZACARD 81 MG X 60 TAB (ACIDO ACETILSALICILICO) OFTALMI,58.79,Insuaminca,0,0,0
AZIMAKROL 1000MG X 2 COMPR (AZITROMICINA) ROWE,111.1,Insuaminca,0,0,0
AZITHRONAK SUSP 200MG/5ML X 30ML (AZITROMICINA) FUGEN,61.64,Insuaminca,0,0,0
AZITRODEX 500MG X 3 TAB (AZITROMICINA) PLUSANDEX,30.34,Insuaminca,0,0,0
AZITROMICINA 500 MG X 3 TAB GENFAR,28.45,Insuaminca,0,0,0
AZITROMICINA 500MG X 10 TAB (CAJA X 3 BLISTER) JMW,308.18,Insuaminca,0,0,0
AZITROMICINA 500MG X 3 TAB KMPLUS,28.45,Insuaminca,0,0,0
AZITROMICINA 500MG X 3TAB GDG PHARMA,29.24,Insuaminca,0,0,0
AZITROMICINA 500MG X 5 TAB ADN MEDICAL,57.53,Insuaminca,0,0,0
AZITROMICINA 500MG X 5 TAB ARTE MEDICO,44.25,Insuaminca,0,0,0
AZITROMICINA 500MG X 5 TAB GENCER,61.64,Insuaminca,0,0,0
AZITROMICINA 500MG X 5 TAB LA SANTE,94.82,Insuaminca,0,0,0
AZITROMICINA PVO P/ SUSP 200MG X 15ML BRIXMEDIC,41.88,Insuaminca,0,0,0
AZITROMICINA PVO P/ SUSP PED 200MG/5ML X 15ML KMPLUS,33.19,Insuaminca,0,0,0
AZITROMICINA SUSP 200MG/15ML ANGELUS,37.93,Insuaminca,0,0,0
AZOM 500 X 5 TAB (AZITROMICINA 500MG) FINECURE,47.41,Insuaminca,0,0,0
AZUFRE 20 G x 1 UND. TARRO  F.S.I,23.71,Insuaminca,0,0,0
AZUFRE POLVO SOBRE X 20GR BIOFARCO,15.01,Insuaminca,0,0,0
AZUFRE X25 GRS CAJX 12 SOBRE RECETTE MARK,127.6,Insuaminca,0,0,0
AZUL DE METILENO SOL. AL 1% 30ML BIOFARCO,20.55,Insuaminca,0,0,0
AZUL DE METILENO X 30 ML LYA,20.55,Insuaminca,0,0,0
"BABILIN KID GOTAS 100MG - 0,42MG /ML X 20ML LETI",41.09,Insuaminca,0,0,0
BABY ZINC UNGUENTO X 30G (OXIDO DE ZINC) LYA,30.66,Insuaminca,0,0,0
BACICLASI SUSP ORAL 2 X 5 (BACILLUS CLAUSII) DOLLYFARMA,237.06,Insuaminca,0,0,0
BACITRACINA 500U.I /GR X 15GR SGG,38.25,Insuaminca,0,0,0
BACITRACINA 500UI UNGUENTO X 15GR REMENY,56.1,Insuaminca,0,0,0
BACITRACINA 500UI/G UNGUENTO X 15G RONAVA,37.46,Insuaminca,0,0,0
BACITRACINA UNGUENTO 500UI/G 15G KIMICEG,34.77,Insuaminca,0,0,0
BACITRACINA+NEOMICINA UNGUENTO TOPICA 500UI// 5MGX 15G KMPLUS,27.66,Insuaminca,0,0,0
BACTEVAL 250/50MG X 24 CAP (SULFAMETIZOL / FENAZOPIRIDINA) VALMORCA,99.57,Insuaminca,0,0,0
BACTROCIS MOXIFLOXACINA 8MG X 20G BOOZ,31.45,Insuaminca,0,0,0
BACTRON 80MG / 400MG X 20 TAB (TRIMETOPRIM / SULFAMETOXAZOL) RONAVA,54.21,Insuaminca,0,0,0
BACTRON FORTE 160MG / 800MG X 10 TAB (TRIMETOPRIM / SULFAMETOXAZOL) RONAVA,64.95,Insuaminca,0,0,0
BALSADER POMADA 30G X (SALCITALO METILO / ALCANFOR / MENTOL / EUCALIPTO) KIMICEG,25.29,Insuaminca,0,0,0
BANDAS ADHESIVAS (CURITAS) COLOR PIEL X 20 UNDS ZUVISS,23.83,Insuaminca,0,0,0
BARGONIL 2% X 10 GR (TRIBENOSIDO / HAPARINOIDE DUODENAL / LIDOCAINA) ROWE,173.69,Insuaminca,0,0,0
BARGONIL 2% X 30 GR (TRIBENOSIDO / HAPARINOIDE DUODENAL / LIDOCAINA) ROWE,208.61,Insuaminca,0,0,0
BARRA DE BAÑO CORPORAL AVENA X 75G MIMADITO,25.67,Insuaminca,0,0,0
BARRA DE BAÑO CORPORAL DULCE SUEÑO LAVANDA X 75 G MIMADITO,25.67,Insuaminca,0,0,0
BARRA DE BAÑO CORPORAL MANZANILLA Y ALOE VERA X 75G . MIMADITO,25.67,Insuaminca,0,0,0
BARRA DE JABON GREEN TEA 75G ARTE+SANO,10.08,Insuaminca,0,0,0
BARRA DE JABON NATUR ORGANIC X 100GR AVENA Y MIEL ARTE+SANO,20.17,Insuaminca,0,0,0
BARRA DE JABON NATUR ORGANIC X 100GR CANELA ARTE+SANO,20.17,Insuaminca,0,0,0
BARRA DE JABON ORIGINAL 75G ARTE+SANO,10.08,Insuaminca,0,0,0
BASTON DE 1 PUNTO INSUAMINCA,174.63,Insuaminca,0,0,0
BASTON DE 4 PUNTOS INSUAMINCA,284.47,Insuaminca,0,0,0
BASTONCITOS X 100 UND (HISOPOS) MIMADITO,22.92,Insuaminca,0,0,0
BASTONCITOS X 200 UND (HISOPOS) MIMADITO,44.0,Insuaminca,0,0,0
BASTONCITOS X 50 UND (HISOPOS) MIMADITO,13.75,Insuaminca,0,0,0
BATA DE CIRUJANO ESTERIL 40 GRS GAVENTEX,55.0,Insuaminca,0,0,0
BATA DE PACIENTE ESTERIL NICAMARCA,17.97,Insuaminca,0,0,0
BATA DE PACIENTE STANDARD GAVENTEX,17.42,Insuaminca,0,0,0
BATERIA EVEREADY C X 2 UNDS,25.67,Insuaminca,0,0,0
BATERIA EVEREADY D X 2 UNDS,42.17,Insuaminca,0,0,0
BATERIA KODAK LITIUM CR 2016 BLISTER X 5 UNIDS,51.33,Insuaminca,0,0,0
BATERIA KODAK LITIUM CR 2032 BLISTER X 5 UNIDS,51.33,Insuaminca,0,0,0
BATERIA KODAK MAX SUPER ALCALINA  AAA BLISTER X 10 UNIDS,105.41,Insuaminca,0,0,0
BATERIA KODAK MAX SUPER ALCALINA 9V X 1 UNID,61.41,Insuaminca,0,0,0
BATERIA KODAK MAX SUPER ALCALINA AA BLISTER X 10 UNIDS,105.41,Insuaminca,0,0,0
BATERIA KODAK MAX SUPER ALCALINA AAA BLISTER X 8 UNIDS,84.33,Insuaminca,0,0,0
BATERIA KODAK MAX SUPER ALCALINA AAA CUBO X 24 UNIDS,269.49,Insuaminca,0,0,0
BECLO-ASMA 50MCG AEROSOL X 200DOSIS (BECLOMETASONA) ALDO-UNION,80.6,Insuaminca,0,0,0
