Comercial Belloso,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
20195,CARDIATONE COM 25 MG X 30           ,ESPIRONOLACTONA,1322,"RAVEL, C.A                         ",7460828551239,57.39,0,0,0,,,,,,,,,,,,,
20196,ATENOLOL CAP 50 MG X 30             ,ATENOLOL,1322,"RAVEL, C.A                         ",7460828579370,13.8,0,0,0,,,,,,,,,,,,,
20197,ATENOLOL CAP 50 MG 10 X 10 BLI      ,ATENOLOL,1322,"RAVEL, C.A                         ",7460828579387,41.2,0,0,0,,,,,,,,,,,,,
20198,NIFEDIPINA COM 10 MG X 30           ,NIFEDIPINO,1322,"RAVEL, C.A                         ",7460828579394,36.18,0,0,0,,,,,,,,,,,,,
20199,NIFEDIPINA COM 10 MG 10 X 10 BLI    ,NIFEDIPINO,1322,"RAVEL, C.A                         ",7460828579400,106.5,0,0,0,,,,,,,,,,,,,
20200,FEDIPINA COM 20 MG X 30             ,NIFEDIPINO,1322,"RAVEL, C.A                         ",7460828579417,38.38,0,0,0,,,,,,,,,,,,,
20201,NIFEDIPINA COM 20 MG 10 X 10 BLI    ,NIFEDIPINO,1322,"RAVEL, C.A                         ",7460828579424,113.12,0,0,0,,,,,,,,,,,,,
20202,N-BUTIL HIOSCINA BROMURO TAB 10 MG X,N-BUTILBROMURO HIOSCINA,1322,"RAVEL, C.A                         ",7460828579431,93.71,0,0,0,,,,,,,,,,,,,
15335,DEXTROSA SOL 0.30% NUM 28 X 500 ML  ,DEXTROSA,376,"LABORATORIO BEHRENS, C.A.          ",7592637005082,23.57,77,-,0,,,,,,,,,,,,,
24622,DEXTROSA SOL 5% X 500 ML BC         ,,1430,"LABORATORIOS BALKER, CA            ",7597767000082,13.53,223,-,0,,,,,,,,,,,,,
1137,DEXTROSA SOL FISIOLOGICA 5 % X 500 M,DEXTROSA/CLORURO SODIO,376,"LABORATORIO BEHRENS, C.A.          ",7592637005075,26.43,31,-,0,,,,,,,,,,,,,
23173,"DEXTROSA SOL INY 5%/0,9% X 500ML IPS",DEXTROSA,1386,IPS DE VENEZUELA C.A               ,7597285000441,22.72,228,-,0,,,,,,,,,,,,,
6074,DI EUDRIN TAB 12.5 MG X 24          ,HIDROCLOROTIAZIDA,511,"BIOTECH LABORATORIOS, C.A.         ",7591243812374,24.84,2527,-,35,,,,,,,,,,,,,
26638,DIABETIZIN CAP 400 MG X 60          ,,1054,"LABORATORIOS HERBAPLANT, C.A.      ",7592710001185,51.57,125,-,18,,,,,,,,,,,,,
13614,CIPROFLOXACINA TAB/REC 500MG X 12 VA,CIPROFLOXACINA,547,"LABORATORIOS VALMOR, C.A.          ",7591020008891,30.92,0,0,20,,,,,,,,,,,,,
25118,DIABUTIL  COMP 2 MG X 30            ,,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",999,43.46,16,0,0,,,,,,,,,,,,,
25117,DIABUTIL COMP  4MG X 30             ,,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7796285053352,36.26,35,-,0,,,,,,,,,,,,,
26740,DIACEREINA TAB 50 MG X 10           ,,1543,"VINCENTI INTERNACIONAL, C.A        ",8904187888005,40.26,200,-,18,,,,,,,,,,,,,
26999,DIACERINA TAB 50 MG X 30 ANGELUS    ,,1334,INVERSIONES ANGELUS HEALTH C.A     ,7598176000533,34.42,179,-,40,,,,,,,,,,,,,
20280,ERTAGRAM PVO INY 1 G X 1            ,ERTAPENEM,146,"CALIER FARMACEUTICA, S.A.          ",8901175028733,713.38,0,0,0,,,,,,,,,,,,,
20281,TONERVOL TAB 5 MG X 10              ,NEBIVOLOL,1082,LABORATORIOS FARMA S.A             ,7591821210431,51.61,0,0,30,,,,,,,,,,,,,
20282,TONERVOL TAB 5 MG X 30              ,NEBIVOLOL,1082,LABORATORIOS FARMA S.A             ,7591821210547,100,0,0,30,,,,,,,,,,,,,
20283,TONERVOL TAB 5 MG X 50              ,NEBIVOLOL,1082,LABORATORIOS FARMA S.A             ,7591821210554,187.5,0,0,30,,,,,,,,,,,,,
26184,DIACORT SOL ORAL 3MG/ML X 60ML      ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000549,57.83,166,-,0,,,,,,,,,,,,,
20288,FLOMED TAB 0.4 MG X 30              ,TAMSULOSINA,1325,MEDICAMENTOS FARMACEUTICOS MUNDIAL ,8906120310130,96.5,0,0,0,,,,,,,,,,,,,
20289,NUTAMIN CAP/BLD X 10                ,VIT/MINERALES,1325,MEDICAMENTOS FARMACEUTICOS MUNDIAL ,8906120310147,84.97,0,0,0,,,,,,,,,,,,,
20291,KETOROLAC TROMETAMINA AMP 30 MG/ML X,KETOROLAC,1226,"GLOBAL PHARMACEUTICA JN, C.A.      ",18901790710782,41.18,0,0,0,,,,,,,,,,,,,
44675,DIADEX PHIS X 120 ML                ,SULFATO DE SODIO/CLORURO DE SO,959,LABORATORIOS POLITECNICOS          ,7592348208208,19.23,2159,-,15,,,,,,,,,,,,,
6136,DIAGESIC SOL INY75 MG/3ML X 2       ,DICLOFENAC POTASICO,511,"BIOTECH LABORATORIOS, C.A.         ",7591243811704,49.67,756,-,35,,,,,,,,,,,,,
26623,DIALPRON SUSP 250MG/5ML X 120ML     ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000440,72.69,491,-,0,,,,,,,,,,,,,
20328,NOXPIRIN GRIP TAB 4 X 25 BLI        ,ACETAMINOFEN/CAFEINA/CETIRIZIN,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601303237,84.62,0,0,21,,,,,,,,,,,,,
26026,DIAMENIL PLUS TAB 1000/2MG X 30     ,,1170,LABORATORIOS GLOBAL FARMA          ,7406076125273,75.1,111,0.5,0,,,,,,,,,,,,,
26014,DIAMENIL TAB 500 MG X 40            ,,1170,LABORATORIOS GLOBAL FARMA          ,7406076102229,29.58,321,0.2,0,,,,,,,,,,,,,
26015,DIAMENIL TAB 850 MG X 40            ,,1170,LABORATORIOS GLOBAL FARMA          ,7406076100980,39.28,197,0.5,0,,,,,,,,,,,,,
16866,DIAMET CAP 300 MG X 90              ,EUCALIPTO/ACHIOTE/CUNDEAMOR,134,"ARCO IRIS LABORATORIOS, C.A.       ",7592946000044,43.41,24,0,30,,,,,,,,,,,,,
20333,ALSART CAP 80 MGS X 30              ,VALSARTAN,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601201038,39.73,0,0.06,21,,,,,,,,,,,,,
26246,DIAMIB PVO P/SUSP 500MG/5ML X 15 ML ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000556,31.4,552,0.35,0,,,,,,,,,,,,,
20345,BACIPRO SOL INY 0.2% X 100 ML       ,CIPROFLOXACINA,78,"LAPREVEN ,S.A.                     ",8907695035114,4.53,0,0,0,,,,,,,,,,,,,
20346,METRIS SOL INY 0.5% X 100 ML        ,METRONIDAZOL,78,"LAPREVEN ,S.A.                     ",1890769041082,3.92,0,0,0,,,,,,,,,,,,,
20347,ANTIFON TAB/MAST 125 MG X 10        ,SIMETICONA,550,"LABORATORIOS VARGAS, S.A.          ",7592349723724,12.97,0,0,0,,,,,,,,,,,,,
20348,LUMBAX TAB 200 MG X 10              ,IBUPROFENO,550,"LABORATORIOS VARGAS, S.A.          ",7592349723670,5.97,0,0,0,,,,,,,,,,,,,
25018,DIANIDIP TAB 10 MG X 10 DISTRILAB   ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000280,57.83,228,0.6,0,,,,,,,,,,,,,
25019,DIANIDIP TAB 20 MG X 10 DISTRILAB   ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000297,67.91,398,0.35,0,,,,,,,,,,,,,
20367,MOPERID TAB 10 MG X 20              ,DOMPERIDONA,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7707355052489,38.47,0,0.08,21,,,,,,,,,,,,,
7335,DIARONA TAB 200 MG X 10             ,AMIODARONA,553,"LABORATORIOS VINCENTI, C.A.        ",7592782000116,47.78,1192,0.1,18,,,,,,,,,,,,,
20381,CLAVOXILIN PVO SUSP 250/62.5MG/5MLX1,AMOXICILINA/AC CLAVULANICO,1505,"DOROPHARMA, C.A                    ",5600360011637,83.61,0,0,0,,,,,,,,,,,,,
97992,DICLODEX 50 MG X10                  ,DICLOFENAC POTASICO,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101406,7.19,8206,-,14,,,,,,,,,,,,,
90913,DICLODEX TAB 50 MG X 20             ,DICLOFENAC POTASICO,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101376,12.68,2485,-,14,,,,,,,,,,,,,
8409,DICLOFENAC POT COM 50 MG X 10 GENVEN,DICLOFENAC POTASICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585279248,8.95,5064,0.32,25,,,,,,,,,,,,,
26617,DICLOFENAC POT TAB 100 MG X 10 LATTA,,1429,CASA DE REPRESENTACION LATTAN MEDIC,756029628298,15.69,514,-,30,,,,,,,,,,,,,
23707,DICLOFENAC POT TAB 50 MG X 10 BUKA  ,DICLOFENAC POTASICO,1457,"LABORATORIOS BUKA, C. A            ",675696260030,6.27,2239,-,35,,,,,,,,,,,,,
23922,DICLOFENAC POT TAB 50 MG X 30 BLUE  ,DICLOFENAC POTASICO,1444,REPRESENTACIONES BLUE MEDICAL TRADE,6972718560067,12.55,271,-,25,,,,,,,,,,,,,
24474,DICLOFENAC POT TAB 50 MG X 5 X 20 BL,,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454003407,64.77,48,-,30,,,,,,,,,,,,,
20396,DICLOFENAC SODICO AMP IM 75MG/3ML X ,DICLOFENAC SODICO,1327,"ALESS PHARMACEUTICALS, C.A         ",75971366,8.76,0,0,30,,,,,,,,,,,,,
22976,DICLOFENAC POT TAB/REC 50 MG X 10 MC,DICLOFENAC POTASICO,1304,CASA DE REPRESENTACIONES MEDICAL CA,781159319723,4.77,2615,-,0,,,,,,,,,,,,,
15065,BLOCAX TAB 8MG X 30                 ,CANDESARTAN,511,"BIOTECH LABORATORIOS, C.A.         ",7591243805338,37.91,0,0,35,,,,,,,,,,,,,
13815,DICLOFENAC POTASICO COM 50 MG X 30 L,DICLOFENAC POTASICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585379245,24.85,3113,0.33,25,,,,,,,,,,,,,
22268,DICLOFENAC POTASICO TAB 100 MG X 100,DICLOFENAC POTASICO,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252101475,47.92,10,0,0,,,,,,,,,,,,,
22277,DICLOFENAC POTASICO TAB 50 MG X 100 ,DICLOFENAC POTASICO,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252101451,47.92,40,-,0,,,,,,,,,,,,,
20402,OXACILINA SODICA AMP 1 MG X 1       ,OXACILINA SODICA,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000039,7.54,0,0,30,,,,,,,,,,,,,
22952,DICLOFENAC POTASICO TAB 50 MG X 100 ,DICLOFENAC POTASICO,1381,"CASA DE REPRESENTACION DROVENPLUS, ",7592253002882,57.92,8,0,0,,,,,,,,,,,,,
20512,DICLOFENAC POTASICO TAB 50 MG X 20  ,DICLOFENAC POTASICO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000510,11.18,4478,-,30,,,,,,,,,,,,,
10376,DICLOFENAC POTASICO TAB 50 MG X 20 C,DICLOFENAC POTASICO,478,"CALOX INTERNATIONAL, C.A.          ",7591519001501,14.44,2401,-,35,,,,,,,,,,,,,
23145,DICLOFENAC POTASICO TAB 50 MG X 20 D,DICLOFENAC POTASICO,1364,"CASA DE REPRESENTACIONES DAC 55,C.A",7598578000230,12.59,2408,-,25,,,,,,,,,,,,,
96269,DICLOFENAC POTASICO TAB 50MG X10 LA ,DICLOFENAC POTASICO,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454002639,7.22,3978,-,30,,,,,,,,,,,,,
19601,DICLOFENAC POTASICO TAB/REC 50 MG X ,DICLOFENAC POTASICO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196007230,9.18,15842,-,30,,,,,,,,,,,,,
26049,DICLOFENAC POTASICO TAB/REC 50 MG X ,,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196006240,24.01,10528,-,30,,,,,,,,,,,,,
98247,DICLOFENAC POTASICO TABR 50 MG X20 O,DICLOFENAC POTASICO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196004673,,,0,0,,,,,,,,,,,,,
20395,DICLOFENAC SOD AMP I.M 75 MG/3 ML X ,DICLOFENAC SODICO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000046,171.97,101,-,30,,,,,,,,,,,,,
23179,DICLOFENAC SOD COMP 50 MG X 10 LETI ,DICLOFENAC SODICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585473967,9.15,345,-,25,,,,,,,,,,,,,
24336,DICLOFENAC SOD GEL 1% X 50 G        ,,1390,"SOTO GLOBAL GROUP, C.A             ",7596347793574,27.45,317,-,0,,,,,,,,,,,,,
24802,"DICLOFENAC SOD SOL OFT 0,1%         ",,1260,ZUKATI CASA DE REPRESENTACION C.A  ,7404000317121,54.25,24,0,0,,,,,,,,,,,,,
25021,DICLOFENAC SOD SUP 100 MG X 10 DISTR,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252101772,25.61,402,0.05,0,,,,,,,,,,,,,
25701,DICLOFENAC SOD SUP 50 MG X 10 ALESS ,,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000879,24.73,463,-,30,,,,,,,,,,,,,
21349,DICLOFENAC SOD TAB C/CUB ENTE 50 MG ,DICLOFENAC SODICO,1200,"PRODUCTOS VENEQUIMEX, C.A          ",7597285000106,11.28,776,-,0,,,,,,,,,,,,,
20435,CARBAMAZEPINA TAB 200 MG X 20 ANG   ,CARBAMAZEPINA,1334,INVERSIONES ANGELUS HEALTH C.A     ,7598176000106,39.69,0,0,40,,,,,,,,,,,,,
20752,DICLOFENAC SODICO AMP 75MG/3ML X100 ,DICLOFENAC SODICO,1322,"RAVEL, C.A                         ",7468999186670,903.01,59,-,0,,,,,,,,,,,,,
21028,DICLOFENAC SODICO SUP 100 MG X 10   ,DICLOFENAC SODICO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000633,32.16,887,-,30,,,,,,,,,,,,,
20455,"LEVONORGESTREL 1,5 MG               ",LEVONORGESTREL,1203,"GRUPO MEDIFAV, S.A                 ",7502214983375,0.5,0,0,0,,,,,,,,,,,,,
20513,DICLOFENAC SODICO TAB 50 MG X 20    ,DICLOFENAC SODICO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000527,9.63,1259,-,30,,,,,,,,,,,,,
99574,DICLOFENAC SODICO TAB 50 MG X 30 CLX,DICLOFENAC SODICO,478,"CALOX INTERNATIONAL, C.A.          ",7591519051346,16.89,590,-,35,,,,,,,,,,,,,
24249,"DICLOFENACO GEL 0,01% X 50 MG MVGA  ",DICLOFENAC DIETILAMINA,1454,"MVGA, C.A                          ",7750215005675,25.58,75,-,0,,,,,,,,,,,,,
20464,DICLOFENACO AMP 75 MG/3 ML X 2 ALPH ,DICLOFENAC POTASICO,1283,CASA DE REPRESENTACION FARMACEUTICA,752226292038,20.14,0,0,18,,,,,,,,,,,,,
55,DICLOFENACO POTASICO/TAB 50MGX20 KIM,DICLOFENAC POTASICO,272,LAB. KIMICEG                       ,7592616165028,13.83,253,0.22,0,,,,,,,,,,,,,
20469,CLIMABEL COMP 2.5 MG X 30           ,TIBOLONA,1283,CASA DE REPRESENTACION FARMACEUTICA,7401078900019,122.89,0,0,18,,,,,,,,,,,,,
24954,DICLOFEVIN  CAPB 50 MG X 10         ,,1372,"REPRESENTACIONES VINCENTI, S.A     ",7598431000049,15.42,4000,0.1,18,,,,,,,,,,,,,
20471,DROSPERA COMP X 28                  ,DROSPIRENONA/ETINILESTRADIOL,1283,CASA DE REPRESENTACION FARMACEUTICA,7401078900057,93.16,0,0,18,,,,,,,,,,,,,
26182,DICLOPRAM SUSP 5MG/5ML X 100 ML     ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000518,19.83,693,0.45,0,,,,,,,,,,,,,
97500,DICLORET SUSP 1.8 MG/ML X 60 ML     ,DICLOFENAC POTASICO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",999,39.25,251,-,30,,,,,,,,,,,,,
25210,DICLORFAM TAB/REC 4 MG X 20 DISTRILA,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000181,11.57,566,0.1,0,,,,,,,,,,,,,
94852,DIECAPS CAP 120 MG X 30             ,ORLISTAT,240,"MEGALABS VZL, C.A.                 ",7591955558188,152.87,1294,-,30,,,,,,,,,,,,,
17245,DIECAPS CAP 60 MG X 30              ,ORLISTAT,240,"MEGALABS VZL, C.A.                 ",7591619520247,91.72,780,-,30,,,,,,,,,,,,,
13367,DIENTE D/LEON CAP 300 MG X 60 NAT PR,DIENTE LEON,1083,LABORATORIO NATURAL PREMIUM C.A    ,7592430000123,54.07,143,-,0,,,,,,,,,,,,,
25505,DIEPILEP TAB 100 MG X 30 DISTRILAB  ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000365,64.1,67,0.38,0,,,,,,,,,,,,,
20509,CEFADROXILO SUSP 250 MG/5 ML X 60 ML,CEFADROXILO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000244,38.13,0,0,30,,,,,,,,,,,,,
20510,CEFADROXILO TAB 500 MG X 12         ,CEFADROXILO,1327,"ALESS PHARMACEUTICALS, C.A         ",999,53.2,0,0,30,,,,,,,,,,,,,
93951,DIFEN PLUS TAB X 10                 ,DIHIDROERGOTAMINA/ACETAMINOFEN,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601101161,18.38,150,0.08,21,,,,,,,,,,,,,
93952,DIFEN PLUS TAB X 20                 ,DIHIDROERGOTAMINA/ACETAMINOFEN,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601101178,34.93,100,0.08,21,,,,,,,,,,,,,
9997,DIFEN TAB X 10                      ,ACETAMINOFEN/CAFEINA/DIHIDROER,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100317,17.46,208,0.08,21,,,,,,,,,,,,,
8414,DIFENAC COM 50 MG X 20              ,DICLOFENAC SODICO,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803000330,11.76,192,-,21,,,,,,,,,,,,,
8420,DIFENAC FORTE COM/REC 100 MG X 10   ,DICLOFENAC SODICO,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803000316,16.99,198,-,21,,,,,,,,,,,,,
8417,DIFENAC GEL X 30 ML                 ,DICLOFENAC SODICO,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803000385,19.61,380,-,21,,,,,,,,,,,,,
25196,DIFFERIN GEL 03% X 30 G             ,,1516,"CASA DE REPRESENTACION ARO, S.A    ",7897930761919,214.59,3,0,0,,,,,,,,,,,,,
25217,DIFLURYL TAB/REC 10 MG X 30 DISTRILA,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000235,55.35,67,-,0,,,,,,,,,,,,,
20522,ATOVAROL CAP/BLD 20 MG X 14         ,ATORVASTATINA,875,LABORATORIOS VIVAX PHARMACEUTICALS ,7592432901435,19.82,0,0.55,35,,,,,,,,,,,,,
19796,DIGESAN CAP X 90                    ,BROMELINA,134,"ARCO IRIS LABORATORIOS, C.A.       ",7592946168515,43.41,265,-,30,,,,,,,,,,,,,
24959,"DIGOXINA TAB 0,25 MG X 10 DAMPE     ",,1350,CASA DE REPRESENTACION CHEMICAL DAM,999,11.4,340,0.5,0,,,,,,,,,,,,,
25397,"DIGOXINA TAB 0,25 MG X 10 GEAG      ",,1433,"INVERSIONES GEAGAR 2021, C.A       ",8908007037376,7.97,965,-,25,,,,,,,,,,,,,
27000,"DIGOXINA TAB 0,25 MG X 30 ANGELUS   ",,1334,INVERSIONES ANGELUS HEALTH C.A     ,7598176000489,15.01,284,-,40,,,,,,,,,,,,,
23025,"DIGOXINA TAB 0,25 MG X 30 LAT       ",DIGOXINA,1429,CASA DE REPRESENTACION LATTAN MEDIC,720524031051,31.37,1988,-,30,,,,,,,,,,,,,
23435,DIHIDROLIP COMP/REC 10 MG X 10      ,LERCANIDIPINA,550,"LABORATORIOS VARGAS, S.A.          ",7592349001020,27.91,9,0,14,,,,,,,,,,,,,
23436,DIHIDROLIP COMP/REC 20 MG X 10      ,LERCANIDIPINA,550,"LABORATORIOS VARGAS, S.A.          ",7410000101851,51.07,1,0,14,,,,,,,,,,,,,
90695,DIKLASON AMP 75 MG/3 ML X 1         ,DICLOFENAC POTASICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585219275,47.52,1738,-,25,,,,,,,,,,,,,
20669,CLAUSY AMP 2 MILLARDOS/5 ML X 10    ,ESPORAS BACILLUS CLAUSII,1532,CASA DE REPRESENTACION CHEMICAL DAM,8938540717015,133.76,0,0,0,,,,,,,,,,,,,
13042,DIKLASON COM AC/PRO 100 MG X 20     ,DICLOFENAC POTASICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585217523,45.25,142,-,25,,,,,,,,,,,,,
9720,DIKLASON GRA 50 MG X 10             ,,571,"LABORATORIOS LETI, S.A.V.          ",7591585119247,18.85,2251,0.52,25,,,,,,,,,,,,,
6748,DIKLASON SUSP PED 1.8 MG X 120 ML   ,DICLOFENAC POTASICO,356,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585218254,47.52,665,-,25,,,,,,,,,,,,,
9889,DILOTEX COM 10 MG X 10              ,AMLODIPINA,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803000408,9.02,130,-,21,,,,,,,,,,,,,
8981,DILOTEX COM 5 MG X 20               ,AMLODIPINA,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803000439,10.46,95,-,21,,,,,,,,,,,,,
24082,DILUXEN TAB 60 MG X 20              ,PIRIDOSTIGMINA,1082,LABORATORIOS FARMA S.A             ,7591821210462,77.42,9,0,30,,,,,,,,,,,,,
97323,DIMAVYL MET COM 2MG/500MG X 30      ,GLIMEPIRIDA/METFORMINA,571,"LABORATORIOS LETI, S.A.V.          ",7591585212573,73.26,62,-,25,,,,,,,,,,,,,
25212,DIMETIN TAB/REC 200 MG X 20 DISTRILA,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000228,47.92,229,-,0,,,,,,,,,,,,,
20711,AMIKACIS CREM 5% X 20 G             ,AMIKACINA,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072001262,17.57,0,0,0,,,,,,,,,,,,,
25216,DIOLFEN TAB/REC 600MG/4MG X 20 DISTR,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000242,62.78,278,0.38,0,,,,,,,,,,,,,
97147,DIOSMINA TAB 600 MG X 14 CLX        ,DIOSMINA/HESPERIDINA,478,"CALOX INTERNATIONAL, C.A.          ",7591519051193,78.8,3589,-,35,,,,,,,,,,,,,
20714,CUTIMER CREM 5%/6%/2.5% X 20 G      ,AC BENZOICO/AZUFRE,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072001279,0.31,0,0,0,,,,,,,,,,,,,
20715,CALAMICIS LOC 200 ML                ,CALAMINA,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072001163,25.41,0,0,0,,,,,,,,,,,,,
24803,DIOSMINA TAB/REC 600 MG X 30        ,,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252000150,112.71,55,-,0,,,,,,,,,,,,,
20717,LORATADINA TAB 10 MG X 10           ,LORATADINA,880,LABORATORIOS VIVAX PHARMACEUTICALS ,7703153003340,14.12,0,0,35,,,,,,,,,,,,,
25181,DIOSMINA/HESP TAB/REC 450/50MG X 10 ,,1364,"CASA DE REPRESENTACIONES DAC 55,C.A",7598578000476,68.3,654,-,25,,,,,,,,,,,,,
20719,BIPROLIL COMREC 2.5 MG X 15         ,BISOPROLOL,550,"LABORATORIOS VARGAS, S.A.          ",7592349723618,22.06,0,0.25,14,,,,,,,,,,,,,
97285,DIOSMINA/HESP TAB/REC 450/50MG X 10 ,DIOSMINA/HESPERIDINA,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454003193,44.12,669,-,30,,,,,,,,,,,,,
26727,DIPIRONA SOL INY 500MG/ML X 10      ,,1543,"VINCENTI INTERNACIONAL, C.A        ",8906104610430,101.31,24,0,0,,,,,,,,,,,,,
20722,"DURACAINA HIPERBARA SOL INY 0,5% 3ML",DEXTROSA,376,"LABORATORIO BEHRENS, C.A.          ",7592637397033,195.38,0,0,0,,,,,,,,,,,,,
22057,DIPLOZ TAB 1 MG X 30                ,NO APLICA,1165,"CALOX INTERNATIONAL, C.A. MCK.     ",7591519317589,65.01,486,-,35,,,,,,,,,,,,,
20726,AZITROMICINA PVO SUSP 200MG/5ML X 22,AZITROMICINA,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000152,23.61,0,0,30,,,,,,,,,,,,,
20740,ACICLOVIR TAB 400 G X 100 FAHD      ,ACICLOVIR,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999185147,100.45,0,0,0,,,,,,,,,,,,,
20741,ACICLOVIR CREM 5 G ALFA             ,ACICLOVIR,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999185307,50.54,0,0,0,,,,,,,,,,,,,
20742,ALBENDAZOL SUSP 10 ML ALFA          ,ALBENDAZOL,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999193128,26.94,0,0,0,,,,,,,,,,,,,
20743,AMOXICILINA CAP 500 MG X 100 ALFA BL,AMOXICILINA,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999180357,242.04,0,0,0,,,,,,,,,,,,,
20744,AMOXICILINA PVO SUSP 250 MG X 60 ML ,AMOXICILINA,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999181262,37.75,0,0,0,,,,,,,,,,,,,
20745,ATENOLOL TAB 50 MG X 100 ALFA BLI   ,ATENOLOL,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999181330,73.39,0,0,0,,,,,,,,,,,,,
20746,CALCIDEN NATAL CAP 1500 MG X 30     ,CALCIO/VIT D/MAGNESIO/ZINC,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999184911,54.89,0,0,0,,,,,,,,,,,,,
20747,CARBAMAZEPINA TAB 200 MG X 50 ALFA  ,CARBAMAZEPINA,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999185208,72.64,0,0,0,,,,,,,,,,,,,
20748,CEFADROXILO SUSP 250MG/5ML X 60ML   ,CEFADROXILO,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999185420,39.36,0,0,0,,,,,,,,,,,,,
20749,CEFADROXILO CAP 500 MG X 50 ALFA BLI,CEFADROXILO,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999185123,201.13,0,0,0,,,,,,,,,,,,,
20750,CEFTRIAXONA AMP IV 500 MG X 50 ALFA ,CEFTRIAXONA,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999197195,813.36,0,0,0,,,,,,,,,,,,,
20751,CIPROFLOXACINA 500 MG X 30 ALFA BLI ,CIPROFLOXACINA,1358,"CASA DE REPRESENTACIONES FAHD, C.A ",7468999191186,85.55,0,0,0,,,,,,,,,,,,,
