Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,,Unnamed: 6,Unnamed: 7,Unnamed: 8,None.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
M-1685,,DIABETYLL CREMA HIDRATANTE P/ DIABETICOS X 300 G,6.37,56.242004,FRASCO X 300 G,AVVIO PHARMA,A1121944,12/2023,NACIONAL / IMPORTADO,,7908028021041,0,0,,,,,,,,,,,,,,,,
D-0055,,DIADEX PHIS JABON X 1 LT,3.57,31.520243999999998,FRASCO,POLINAC,819800002,04/2024,NACIONAL / IMPORTADO,,7592348208215,0,0,,,,,,,,,,,,,,,,
M-1692,,DIAMENIL PLUS (METFORMINA 1000 MG + GLIMEPIRIDA 2 MG) X 30 TAB RECUBIERTAS (11/2022) ***OFERTA***,3.57,31.520243999999998,CAJA X 30 TAB,GLOBAL FARMA,G21074,07/2023,NACIONAL / IMPORTADO,,7406076125273,0,0,,,,,,,,,,,,,,,,
M-1600,,DICAZID (GLICAZIDA) 30 MG X 30 COMP (EQ GLIDAN),3.26,28.783192,CAJA X 30 COMP,PHARLAB,3017069,06/2024,NACIONAL / IMPORTADO,,7898216360260,0,0,,,,,,,,,,,,,,,,
M-1766,,DICAZID (GLICAZIDA) 30 MG X 60 COMP (EQ GLIDAN) (04/2023),6.28,55.447376000000006,CAJA X 60 COMP,PHARLAB,3014377,04/2023,NACIONAL / IMPORTADO,,7898216370245,0,0,,,,,,,,,,,,,,,,
M-0487,,DICLODEX (DICLOFENAC POTASICO) 50MG X 10 TAB,0.77,6.798484,CAJA X 10 TAB,PLUSANDEX,6483,07/2025,NACIONAL / IMPORTADO,,7594001101406,0,0,,,,,,,,,,,,,,,,
M-0843,,DICLODEX (DICLOFENAC POTASICO) 50MG X 20 TAB,1.36,12.007712000000001,CAJA X 20 TAB,PLUSANDEX,6487,07/2025,NACIONAL / IMPORTADO,,7894001101376,0,0,,,,,,,,,,,,,,,,
D-0071,,"DICLOFENAC GEL (HEAT RUB) 1,16% X 25 G",2.15,18.982779999999998,TUBO X 25 GR,BALAXI,404,02/2024,NACIONAL / IMPORTADO,,18906101701121,0,0,,,,,,,,,,,,,,,,
M-0496,,DICLOFENAC POTASICO (POLTAX) 50 MG X 20 COMP,0.88,7.769696000000001,CAJA X 20 COMP,GEOLAB,2202009,03/2024,NACIONAL / IMPORTADO,,7899095201316,0,0,,,,,,,,,,,,,,,,
M-1316,,DICLOFENAC POTASICO 50 MG X 20 TABLETAS,1,8.8292,CAJA X 20 TAB,DAC,V290,01/2025,NACIONAL / IMPORTADO,,7598578000230,0,0,,,,,,,,,,,,,,,,
M-1274,,DICLOFENAC SODICO (FLOGAREN) 50 MG X 20 TAB,1.88,16.598896,CAJA X 20 TAB,RONAVA,003044,03/2024,NACIONAL / IMPORTADO,,7592806134025,0,0,,,,,,,,,,,,,,,,
M-0539,,DICLOFENAC SODICO 50 MG + PARACETAMOL 500 MG X 10 TAB,0.56,4.944352,BLISTER X 10 TAB,BALAXI,D200697,05/2023,NACIONAL / IMPORTADO,,7469106377332,0,0,,,,,,,,,,,,,,,,
M-0599,,DICLOFENAC SODICO 50MG X 20 TAB (ÉLTER),1.51,13.332092000000001,CAJA X 20 TAB,LA SANTÉ,3267779,04/2024,NACIONAL / IMPORTADO,,7592454139304,0,0,,,,,,,,,,,,,,,,
M-1196,,DIFENAC (DICLOFENAC SODICO) 100 MG X 10 COMP,1.8,15.892560000000001,CAJA X 10 COMP,DOLLDER,2102494,03/2024,NACIONAL / IMPORTADO,,7592803000316,0,0,,,,,,,,,,,,,,,,
M-1842,,DIFENHIDRAMINA 50 MG X 10 TAB,0.53,4.679476,BLISTER X 10 TAB,JMW,DYT2101,11/2024,NACIONAL / IMPORTADO,,18906047594948,0,0,,,,,,,,,,,,,,,,
L-0007,,"DIGOXINA 0,25 MG TABLETAS",0.64,5.650688000000001,CAJA X 10 TAB,LAND,TD1680001,06/2024,NACIONAL / IMPORTADO,,7598008000359,0,0,,,,,,,,,,,,,,,,
L-0058,,DIOSMINA + HESPERIDINA (450 MG + 50 MG) TABLETAS (EQ. VENAFLON / DAFLON),3.9,34.43388,CAJA X 10 TAB,LAND,T10321,12/2024,NACIONAL / IMPORTADO,,7598008000694,0,0,,,,,,,,,,,,,,,,
M-0469,,DOBET SOL. OFTALMICA,6.5,57.3898,FRASCO 5ML,OFTALMI,62861,06/2024,NACIONAL / IMPORTADO,,7591196000583,0,0,,,,,,,,,,,,,,,,
M-0697,,DOLAK (KETOROLAC TROMETAMINA) 10 MG X 20 COMP.,2.58,22.779336,CAJA X 20 COMP,DOLLDER,2203736,03/2024,NACIONAL / IMPORTADO,,7592803001368,0,0,,,,,,,,,,,,,,,,
M-0950,,DOMPERIDONA 10MG/2ML AMPOLLA,2.39,21.101788000000003,AMPOLLA,BIOSANO,20042931,04/2023,NACIONAL / IMPORTADO,,7800061000765,0,0,,,,,,,,,,,,,,,,
L-0071,,"DORZOLAMIDA + TIMOLOL (2% + 0,5%) GOTAS OFTALMICAS X 5 ML (EQ. DOBET)",3.77,33.286084,GOTAS X 5 ML,LAND,E1369,03/2025,NACIONAL / IMPORTADO,,7598008000861,0,0,,,,,,,,,,,,,,,,
M-1699,,DOZHER (DONEPEZILO) 10 MG X 30 COMP ,9.85,86.96762,CAJA X 30 COMP,SNC PHARMA,14375,11/2023,NACIONAL / IMPORTADO,,781100195710,0,0,,,,,,,,,,,,,,,,
M-1100,,DROPERIDOL 5MG/2ML AMPOLLA ***OFERTA***,0.43,3.796556,AMPOLLA,BIOSANO,20032874,03/2023,NACIONAL / IMPORTADO,,7800061165105,0,0,,,,,,,,,,,,,,,,
M-0556,,DUOVENT 15 ML. SUSP P/INHALAR ,6.81,60.126852,FRASCO X 15 ML,OFTALMI,042608,04/2024,NACIONAL / IMPORTADO,,7591196002204,0,0,,,,,,,,,,,,,,,,
M-1148,,DUROVAL (SILDENAFIL) 100 MG X 1 TAB RECUBIERTA,1.37,12.096004,CAJA X 1 TAB,VALMORCA,22,07/2026,NACIONAL / IMPORTADO,,7591020006330,0,0,,,,,,,,,,,,,,,,
M-1146,,DUROVAL (SILDENAFIL) 50 MG X 1 TAB RECUBIERTA,0.62,5.474104,CAJA X 1 TAB,VALMORCA,664,06/2027,NACIONAL / IMPORTADO,,7591020005012,0,0,,,,,,,,,,,,,,,,
M-1147,,DUROVAL (SILDENAFIL) 50 MG X 2 TAB RECUBIERTA,1.3,11.477960000000001,CAJA X 2 TAB,VALMORCA,662,05/2027,NACIONAL / IMPORTADO,,7591020003230,0,0,,,,,,,,,,,,,,,,
M-0189,,DUVADILAN 10MG COMPRIMIDOS X 30,10.43,92.088556,CAJA X 30 COMP,ZUOZ PHARMA,2202130,02/2027,NACIONAL / IMPORTADO,,7591651001162,0,0,,,,,,,,,,,,,,,,
M-1662,,ENALAPRIL 20 MG X 30 COMP,1.2,10.59504,CAJA X 30 COMP,CIMED,2111119,05/2023,NACIONAL / IMPORTADO,,7896253210773,0,0,,,,,,,,,,,,,,,,
M-0485,,ENALAPRIL 20MG X 30 TAB ,1.47,12.978924,CAJA X 30 TAB,PLUSANDEX,6443,12/2023,NACIONAL / IMPORTADO,,7594001101222,0,0,,,,,,,,,,,,,,,,
L-0010,,ENALAPRIL MALEATO 10 MG TABLETAS,0.41,3.6199719999999997,BLISTER X 10 TAB,LAND,TE650001,10/2024,NACIONAL / IMPORTADO,,7598008000366,0,0,,,,,,,,,,,,,,,,
L-0004,,ENALAPRIL MALEATO 20 MG TABLETAS ,0.57,5.0326439999999995,BLISTER X 10 TAB,LAND,TE590001-TE590002,06/2024-07/2024,NACIONAL / IMPORTADO,,7598008000373,0,0,,,,,,,,,,,,,,,,
M-1513,,"ENOXAPARINA SODICA (E-NEXY) 60 MG /0,6 ML JERINGA PRELLENADA",11.34,100.123128,JERINGA PRELLENADA,ORLEY LABORATORIES,2105013B,04/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1092,,"ENOXAPARINA SODICA (PARIN-E) 20MG/0,2 ML X 2 JERINGAS PRECARGADAS",11.05,97.56266000000001,CAJA X 2 AMPOLLAS,VENUS,X1GA031A,06/2023,NACIONAL / IMPORTADO,,18907010002279,0,0,,,,,,,,,,,,,,,,
M-1093,,"ENOXAPARINA SODICA (PARIN-E) 40MG/0,4 ML X 2 JERINGAS PRECARGADAS",13.99,123.520508,CAJA X 2 AMPOLLAS,VENUS,X1FA162A,05/2023,NACIONAL / IMPORTADO,,18907010007953,0,0,,,,,,,,,,,,,,,,
M-0626,,ESOZ (ESOMEPRAZOL) 40 MG X 7 CAP (GALENO) ,3.32,29.312943999999998,CAJA X 7 CAP,GALENO,3265767,04/2023,NACIONAL / IMPORTADO,,7592454891271,0,0,,,,,,,,,,,,,,,,
M-1846,,ESPIRONOLACTONA 100 MG X 10 TAB (EQ. ALDACTONE),2.6,22.955920000000003,BLISTER X 10 TAB,JMW,SPIR12001,08/2024,NACIONAL / IMPORTADO,,301111,0,0,,,,,,,,,,,,,,,,
M-1845,,ESPIRONOLACTONA 25 MG X 10 TAB (EQ. ALDACTONE),1.82,16.069144,BLISTER X 10 TAB,JMW,SLAT2101,10/2024,NACIONAL / IMPORTADO,,30135,0,0,,,,,,,,,,,,,,,,
M-1741,,ESQUIDONE (RISPERIDONA) 1 MG X 30 TAB REC,4.62,40.790904000000005,CAJA X 30 TAB,VALMORCA,33,10/2023,NACIONAL / IMPORTADO,,7591020080539,0,0,,,,,,,,,,,,,,,,
M-1742,,ESQUIDONE (RISPERIDONA) 2 MG X 30 TAB REC,6.13,54.122996,CAJA X 30 TAB,VALMORCA,28,10/2023,NACIONAL / IMPORTADO,,7591020080590,0,0,,,,,,,,,,,,,,,,
M-0352,,EUSILEN (TIOCOLCHICOSIDO) 4mg X 15 COMPRIMIDOS ,8.25,72.8409,CAJA X 15 TAB,COFASA,00113,08/2025,NACIONAL / IMPORTADO,,7591818222164,0,0,,,,,,,,,,,,,,,,
M-0652,,EUSILEN (TIOCOLCHICOSIDO) 4MG X 8 COMPRIMIDOS ,2.35,20.748620000000003,CAJA X 8 COMP,COFASA,10447,10/2026,NACIONAL / IMPORTADO,,7591818116005,0,0,,,,,,,,,,,,,,,,
M-1875,,EUSILEN DUAL (IBUPROFENO 600 MG + TIOCOLCHICOSIDO 4 MG) X 10 TABLETAS,3.62,31.961704,CAJA X 10 TAB,COFASA,20290,07/2025,NACIONAL / IMPORTADO,,7591818000274,0,0,,,,,,,,,,,,,,,,
M-0032,,"FANASAL (NAFAZOLINA) 0,05% PEDIATRICO GOTAS",1.31,11.566252,GOTAS NASALES,LABORATORIO QUIM-FAR,6662,06/2024,NACIONAL / IMPORTADO,,7592236002222,0,0,,,,,,,,,,,,,,,,
M-0056,,"FANASAL (NAFAZOLINA) 0,1% ADULTOS GOTAS",1.34,11.831128000000001,GOTAS NASALES,LABORATORIO QUIM-FAR,9592,09/2025,NACIONAL / IMPORTADO,,7592236002215,0,0,,,,,,,,,,,,,,,,
M-0801,,FEXOFENADINA 120 MG X 10 COMPRIMIDOS RECUBIERTOS,1.95,17.21694,CAJA X 10 COMP,SPEFAR,1132,07/2024,NACIONAL / IMPORTADO,,7590027002437,0,0,,,,,,,,,,,,,,,,
M-1069,,FEXOFENADINA HCL 30MG/5ML X 120 ML SUSPENSION ,5.3,46.79476,FRASCO X 120 ML,LA SANTÉ,3501731,06/2024,NACIONAL / IMPORTADO,,7592454006186,0,0,,,,,,,,,,,,,,,,
M-1497,,FLAXOL (OMEGA 3 6 9) X 30 CAPSULAS BLANDAS,10.56,93.23635200000001,FRASCO X 30 TAB,LAB BEHRENS,21011270,02/2025,NACIONAL / IMPORTADO,,7592637005327,0,0,,,,,,,,,,,,,,,,
M-1608,,FLEXENEMA (FOSFATO DE SODIO MONOBASICO 160MG/ML + FOSFATO DE SODIO DIBASICO 60 MG/ ML) 130 ML,4.55,40.17286,FRASCO X 130 ML,AIRELA,22B0009,02/2024,NACIONAL / IMPORTADO,,7894164005239,0,0,,,,,,,,,,,,,,,,
L-0107,,FLUCONAZOL 200MG/100 ML INFUSION INTRAVENOSA,1.24,10.948208,VIAL,LAND,R3170031,11/2024,NACIONAL / IMPORTADO,,7598008001189,0,0,,,,,,,,,,,,,,,,
M-0618,,FLUDIL (FLUNARIZINA)  10 MG X 20 TAB (GALENO),5.48,48.384016,CAJA X 20 TAB,GALENO,3501663,06/2025,NACIONAL / IMPORTADO,,7592454345057,0,0,,,,,,,,,,,,,,,,
M-1405,,FLUNARIZINA 10 MG X 10 TAB (EQ. FLUDIL),1.28,11.301376000000001,BLISTER X 10 TAB,JMW,AT20144,08/2023,NACIONAL / IMPORTADO,,8906089281175,0,0,,,,,,,,,,,,,,,,
M-0335,,"FOSFOLIT 21,6-8,1G / 45ML SOL ORAL X 45ML",10.9,96.23828,FRASCO ,GEN. DE CALIDAD,2206011,06/2024,NACIONAL / IMPORTADO,,7591136723596,0,0,,,,,,,,,,,,,,,,
M-1406,,FOSFOMICINA 250 MG/5 ML X 60 ML POLVO PARA SUSPENSION ORAL,6.68,58.979056,FRASCO X 60 ML,INMENOL,200437,07/2024,NACIONAL / IMPORTADO,,7468191033437,0,0,,,,,,,,,,,,,,,,
M-1779,,FUGOLIN X 30 ML SOLUCION SPRAY,5.56,49.090351999999996,FRASCO,LAB VINCENTI,2250004,05/2024,NACIONAL / IMPORTADO,,7592782000536,0,0,,,,,,,,,,,,,,,,
M-0523,,FUNGOMAX (FLUCONAZOL) 200 MG/100 ML,2.76,24.368592,FRASCO,LAB BEHRENS,2100320,11/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1815,,FUNGOSIN (ITRACONAZOL) 100 MG X 28 CAPSULAS,9.24,81.58180800000001,CAJA X 28 CAPS,DOLLDER,2110653,10/2023,NACIONAL / IMPORTADO,,7592803002327,0,0,,,,,,,,,,,,,,,,
M-1345,,FUNGOSIN (ITRACONAZOL) 100 MG X 6 CAPSULAS,3.76,33.197792,CAJA X 6 CAPS,DOLLDER,2106566,06/2023,NACIONAL / IMPORTADO,,7592803000521,0,0,,,,,,,,,,,,,,,,
M-1611,,FUNOK (ITRACONAZOL) 100 MG X 4 CAP (EQ. FUNGOSIN) ***OFERTA*** ,1.97,17.393524,CAJA X 4 CAP,NOVA QUIMICA,2F5169,03/2023,NACIONAL / IMPORTADO,,7895296444163,0,0,,,,,,,,,,,,,,,,
M-1279,,FUROSEMIDA (NACUA) 40 MG X 12 TAB,2.47,21.808124000000003,CAJA X 12 TAB,RONAVA,012148,12/2025,NACIONAL / IMPORTADO,,7592806133295,0,0,,,,,,,,,,,,,,,,
L-0011,,FUROSEMIDA 40 MG TABLETAS (EQ. LASIX),0.64,5.650688000000001,BLISTER X 10 TAB,LAND,TF770001,10/2024,NACIONAL / IMPORTADO,,7598008000403,0,0,,,,,,,,,,,,,,,,
M-1191,,FUROSEMIDA 40 MG X 12 TABLETAS,0.68,6.003856000000001,CAJA X 12 TAB,PLUSANDEX,6452,06/2024,NACIONAL / IMPORTADO,,7594001100126,0,0,,,,,,,,,,,,,,,,
M-0763,,FUROSIL 50MG/15ML SUSP ORAL X 90 ML,4.1,36.19972,FRASCO,LAB VINCENTI,2260003,06/2024,NACIONAL / IMPORTADO,,7592782000963,0,0,,,,,,,,,,,,,,,,
M-1087,,GABAPENTINA 400 MG X 20 CAP,3.59,31.696828,CAJA X 20 CAPSULAS,SPEFAR,872,06/2024,NACIONAL / IMPORTADO,,7590027002109,0,0,,,,,,,,,,,,,,,,
M-0447,,GARABET (GENTAMICINA) SOL. OFTALMICA,4.69,41.408948,FRASCO X 5ML,OFTALMI,I111244,12/2024,NACIONAL / IMPORTADO,,7591196000255,0,0,,,,,,,,,,,,,,,,
D-0070,,GEL ANTIBACTERIAL SANITIZANTE X 120 ML,1.03,9.094076000000001,FRASCO,KENELI ACTIVE,,,NACIONAL / IMPORTADO,,759723000168,0,0,,,,,,,,,,,,,,,,
M-0917,,GENTAMICINA 40MG/2ML AMP IM-IV,0.12,1.059504,AMPOLLA,BALAXI,D200567,04/2023,NACIONAL / IMPORTADO,,30185,0,0,,,,,,,,,,,,,,,,
M-0644,,"GENTAMICIS (GENTAMICINA) 0,1% X 20 GR CREMA",2.11,18.629611999999998,TUBO,BOOZ,220039,07/2024,NACIONAL / IMPORTADO,,759072000296,0,0,,,,,,,,,,,,,,,,
L-0029,,GLIBENCLAMIDA 5 MG TABLETAS,0.42,3.708264,BLISTER X 10 TAB,LAND,T9666,03/2024,NACIONAL / IMPORTADO,,7598008000410,0,0,,,,,,,,,,,,,,,,
M-0017,,GLIBENCLAMIDA 5 MG TABLETAS,0.83,7.3282359999999995,BLISTER X 10 TAB,ALFA,20905,09/2025,NACIONAL / IMPORTADO,,7468999181606,0,0,,,,,,,,,,,,,,,,
M-1704,,GLICERAMIN AMINOACIDOS 3%  + GLICEROL CON ELECTROLITOS AL 3% X 1000 ML SOL INYECTABLE IV ,38.26,337.805192,FRASCO 1000 ML + SET DE INFUSION,LAB BEHRENS,2200043,02/2025,NACIONAL / IMPORTADO,,7592637000964,0,0,,,,,,,,,,,,,,,,
L-0036,,GLIMEPIRIDE 2 MG TABLETAS,0.51,4.502892,BLISTER X 10 TAB,LAND,TG430002,04/2024,NACIONAL / IMPORTADO,,7598008000427,0,0,,,,,,,,,,,,,,,,
L-0006,,GLIMEPIRIDE 4 MG TABLETAS,0.52,4.591184,BLISTER X 10 TAB,LAND,TG440002,04/2024,NACIONAL / IMPORTADO,,7598008000434,0,0,,,,,,,,,,,,,,,,
M-1168,,GLIPTIN-M (SITAGLIPINA + METFORMINA) 50 MG - 500 MG X 10 TAB,4.29,37.877268,BLISTER X 10 TAB,ZUOZ PHARMA,EY21003,08/2023,NACIONAL / IMPORTADO,,759651957551,0,0,,,,,,,,,,,,,,,,
M-1101,,GLUCONATO DE CALCIO AL 10% / 10ML AMPOLLA ,1.13,9.976996,AMPOLLA,BIOSANO,21034042,03/2023,NACIONAL / IMPORTADO,,7800061240509,0,0,,,,,,,,,,,,,,,,
M-0860,,GLUCONATO DE CALCIO AL 10% X 100 ML SOLUCION,3.52,31.078784000000002,FRASCO X 100 ML,LAB BEHRENS,2100185,08/2024,NACIONAL / IMPORTADO,,7592637000988,0,0,,,,,,,,,,,,,,,,
M-0665,,GLUSTAR 20 MG X 14 TABLETAS RECUBIERTAS ***OFERTA***,3.1,27.370520000000003,CAJA X 14 TAB,GALENO,32641973,02/2023,NACIONAL / IMPORTADO,,7703763200627,0,0,,,,,,,,,,,,,,,,
Q-223,,GORRO DE ENFERMERA BLANCO,4.5,39.7314,UND,UM,,,MÉDICO / QUIRÚRGICO,1,,0,0,,,,,,,,,,,,,,,,
Q-170,,GUANTES DE EXAMEN DE LATEX T- L CAJA X 100,18.574545454545454,163.99837672727273,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059001007,0,0,,,,,,,,,,,,,,,,
Q-169,,GUANTES DE EXAMEN DE LATEX T- M CAJA X 100,18.574545454545454,163.99837672727273,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059000994,0,0,,,,,,,,,,,,,,,,
Q-168,,GUANTES DE EXAMEN DE LATEX T- S CAJA X 100,18.574545454545454,163.99837672727273,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059000987,0,0,,,,,,,,,,,,,,,,
Q-173,,GUANTES DE EXAMEN DE NITRILO T- L CAJA X 100,21.229090909090917,187.43588945454553,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059001090,0,0,,,,,,,,,,,,,,,,
Q-172,,GUANTES DE EXAMEN DE NITRILO T- M CAJA X 100,21.229090909090917,187.43588945454553,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059001083,0,0,,,,,,,,,,,,,,,,
Q-171,,GUANTES DE EXAMEN DE NITRILO T- S CAJA X 100,21.229090909090917,187.43588945454553,CAJA X 100,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059001076,0,0,,,,,,,,,,,,,,,,
D-0022,,GYNOVIT DUCHA VAGINAL X 130ML,3.43,30.284156000000003,FRASCO,LAB. VARGAS,2205084,05/2025,NACIONAL / IMPORTADO,,7592349844757,0,0,,,,,,,,,,,,,,,,
M-1474,,HALOPERIDOL 5 MG X 10 TAB,0.43,3.796556,BLISTER X 10 TAB,JMW,AT20145,08/2023,NACIONAL / IMPORTADO,,8906089281182,0,0,,,,,,,,,,,,,,,,
M-0390,,HIDRAMER C/VIT E CREMA 200ML ,4.25,37.524100000000004,TUBO,BOOZ,210084,09/2023,NACIONAL / IMPORTADO,,7597072000326,0,0,,,,,,,,,,,,,,,,
M-1207,,HIDROCORTISONA (WELLSONA) 100 MG POLVO PARA INYECCION I.M/I.V,2,17.6584,VIAL,WELLONA PHARMA,OEY89,09/2023,NACIONAL / IMPORTADO,,8904307702280,0,0,,,,,,,,,,,,,,,,
L-0086,,HIDROCORTISONA 100 MG PVO P/ INYECCION,1.43,12.625755999999999,AMPOLLA,LAND,EM22058,03/2024,NACIONAL / IMPORTADO,,7598008000878,0,0,,,,,,,,,,,,,,,,
L-0085,,HIDROCORTISONA 500 MG PVO P/ INYECCION,3.64,32.138288,AMPOLLA,LAND,EM21242,10/2023,NACIONAL / IMPORTADO,,7598008000885,0,0,,,,,,,,,,,,,,,,
L-0098,,HIERRO SACARATO 20 MG/ML INYECCION,1.95,17.21694,AMPOLLA,LAND,IR12110,11/2023,NACIONAL / IMPORTADO,,7598008000892,0,0,,,,,,,,,,,,,,,,
L-0024,,HIOSCINA BUTILBROMURO 10 MG TABLETAS (EQ. BUSCAPINA),1.4,12.36088,CAJA X 10 TAB,LAND,T10893,05/2025,NACIONAL / IMPORTADO,,7598008000441,0,0,,,,,,,,,,,,,,,,
M-1449,,"HISTALER (DESLORATADINA) 0,5 MG/ML X 60 ML JARABE PEDIATRICO",2.35,20.748620000000003,FRASCO X 60 ML,VALMORCA,46,08/2026,NACIONAL / IMPORTADO,,7591020008112,0,0,,,,,,,,,,,,,,,,
M-1797,,HISTAMIN (DEXCLORFENIRAMINA MALEATO) 2 MG X 20 COMP,0.65,5.738980000000001,CAJA X 20 COMP,NEO QUIMICA,B22A1039,01/2024,NACIONAL / IMPORTADO,,7896714219301,0,0,,,,,,,,,,,,,,,,
M-1735,,HYALUX PIEL (ACIDO HIALURONICO + VIT B5 + VIT C) X 30 CAPSULAS (EQ. HYALIX),12.38,109.305496,CAJA X 30 COMP,AIRELA,21J0077,10/2023,NACIONAL / IMPORTADO,,7894164007707,0,0,,,,,,,,,,,,,,,,
M-1767,,HYPLEX B (POLIVITAMINICO) 2 ML AMP IM/IV,0.97,8.564324,AMPOLLA,HYPOFARMA,21040297,04/2023,NACIONAL / IMPORTADO,,7898122911587,0,0,,,,,,,,,,,,,,,,
M-0145,,IBUCAF (IBUPROFENO + CAFEINA) 200MG-3MG X 20 TAB (02/2023) ***OFERTA***,1.2,10.59504,CAJA X 20 TAB,CALOX ,31165,02/2023,NACIONAL / IMPORTADO,,7591519006162,0,0,,,,,,,,,,,,,,,,
M-1363,,IBUCOLVAL (IBUPROFENO 400 MG + TIOCOLCHICOSIDO 4 MG) X 20 TABLETAS RECUBIERTAS,6.98,61.627816,CAJA X 20 TAB,VALMORCA,293,04/2027,NACIONAL / IMPORTADO,,7591020008051,0,0,,,,,,,,,,,,,,,,
M-1364,,IBUCOLVAL (IBUPROFENO 600 MG + TIOCOLCHICOSIDO 4 MG) X 20 TABLETAS RECUBIERTAS,8.52,75.224784,CAJA X 20 TAB,VALMORCA,239,04/2027,NACIONAL / IMPORTADO,,7591020008648,0,0,,,,,,,,,,,,,,,,
M-1429,,IBUPROFENO (BUPROVIL) 600 MG X 20 COMPRIMIDOS REVESTIDOS,1.7,15.00964,CAJA X 20 COMP,MULTILAB,2H5880,05/2023,NACIONAL / IMPORTADO,,7896472513307,0,0,,,,,,,,,,,,,,,,
M-1276,,IBUPROFENO (IBUFENAC) 400 MG X 20 CAP,6.18,54.564456,CAJA X 20 CAP,RONAVA,012150,12/2023,NACIONAL / IMPORTADO,,7592806131048,0,0,,,,,,,,,,,,,,,,
M-0871,,IBUPROFENO + TIOCOLCHICOSIDO 400MG/4MG X 10 COMP,2.31,20.395452000000002,CAJA X 10 COMP,SPEFAR,922,06/2024,NACIONAL / IMPORTADO,,7590027002413,0,0,,,,,,,,,,,,,,,,
M-1277,,IBUPROFENO 400 MG + TIOCOLCHICOSIDO 4 MG (IBUTIL) X 20 COMP ***OFERTA***,7,61.8044,CAJA X 20 COMP,RONAVA,104056,04/2023,NACIONAL / IMPORTADO,,7592806134162,0,0,,,,,,,,,,,,,,,,
L-0051,,IBUPROFENO 800 MG TABLETAS,1.17,10.330164,CAJA X 10 TAB,LAND,TI600004,01/2025,NACIONAL / IMPORTADO,,7598008000458,0,0,,,,,,,,,,,,,,,,
M-0354,,IPALAT (CLOTRIMAZOL) 10mg/20mL SOLUCION,4.89,43.174788,FRASCO 20ML,COFASA,20158,06/2027,NACIONAL / IMPORTADO,,7591818111048,0,0,,,,,,,,,,,,,,,,
M-0610,,IRBESARTAN 150 MG X 10 TAB (PHARMETIQUE LABS),3.16,27.900272,CAJA X 10 TAB,LA SANTÉ,3272657,08/2023,NACIONAL / IMPORTADO,,7592454002547,0,0,,,,,,,,,,,,,,,,
M-0464,,IRBESARTAN 150MG X 10 COMP,2.41,21.278372,CAJA X 10 COMP,SPEFAR,952,06/2024,NACIONAL / IMPORTADO,,7590027002345,0,0,,,,,,,,,,,,,,,,
M-0856,,ITISONA X 30 GR CREMA ,3.52,31.078784000000002,TUBO X 30 GR,GALENO,3501739,07/2024,NACIONAL / IMPORTADO,,7592454001182,0,0,,,,,,,,,,,,,,,,
M-1227,,IVERMECTINA 6 MG X 4 TAB,1.06,9.358952,CAJA X 4 TAB,VALMORCA,07,07/2023,NACIONAL / IMPORTADO,,7591020009041,0,0,,,,,,,,,,,,,,,,
M-0151,,JARABE DE ACHICORIA 120 ML ,2.21,19.512532,FRASCO ,FARMAGENIK,2654,04/2025,NACIONAL / IMPORTADO,,25525755,0,0,,,,,,,,,,,,,,,,
M-0153,,JARABE DE LAMEDOR 120ML,2.29,20.218868,FRASCO ,FARMAGENIK,2651,05/2025,NACIONAL / IMPORTADO,,25525762,0,0,,,,,,,,,,,,,,,,
M-0158,,JARABE DE ZABILA CON MIEL 120ML (ADULTOS),4.63,40.879196,FRASCO,FC PHARMA,11072238,07/2024,NACIONAL / IMPORTADO,,7593090000973,0,0,,,,,,,,,,,,,,,,
M-0453,,JARABE DE ZABILA CON MIEL 120ML (PEDIATRICO),4.18,36.906056,FRASCO,FC PHARMA,40722227,07/2024,NACIONAL / IMPORTADO,,7593090000980,0,0,,,,,,,,,,,,,,,,
M-1870,,JARABE SABEMIEL MIEL + BERRO + EUCALIPTO X 180 ML,2.81,24.810052000000002,FRASCO X 180 ML,DROVENPLUS,1750916,09/2024,NACIONAL / IMPORTADO,,7592710001031,0,0,,,,,,,,,,,,,,,,
