Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Clasificación
TABLETAS,7591519317329,006876,,LEVOFLOXACINA 750MG X 5 TABLETAS CALOX,LEVOFLOXACINA,CALOX,4.1,0,4.1,0.41,3.6899999999999995,181,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592013200100,002255,,LEVOFLOXACINA AMP I.V 500 MG / 100 ML (BIOMEDIC),LEVOFLOXACINA,BIOMEDIC LAB,5,0,5,0.5,4.5,777,2024-02-26 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906120310956,002423,,LEVOFLOXACINA INF INY/ AMP 500 ML / 100 ML (ASIA),LEVOFLOXACINA,ASIA,2,0,2,0.2,1.8,978,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7501384547066,008333,,LEVOFLOXACINO 500 MG X 7 TABLETAS NEOLPHARMA,LEVOFLOXACINO,NEOLPHARMA,3.75,0,3.75,0.375,3.375,240,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000465,000778,,LEVONO/ETILI 0.15MG+0.03MG X 21TAB LAND,LEVONOGESTREL-ETINILESTRADIOL,POR DEFINIR,2.15,0,2.15,0.215,1.9349999999999998,33,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,1832874254161,004858,,LEVONORGESTREL 0.15 MG+ETINILESTRADIOL 0.03MG CON FUMARATO FERROSO AIMYN  X 28 TABLETAS FAHD,LEVONORGESTREL-ETIINILESTRADIOL-FUMARATO FERROSO,SIN DEFINIR,5.6,0,5.6,0.5599999999999999,5.04,18,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904250521037,005477,,LEVONORGESTREL 1.5 MG X 1 TABLETAS VIA ORAL TIARES,LEVONOGESTREL,TIARES,1.95,0,1.95,0.195,1.755,587,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18906047595600,004355,,LEVOSULPIRIDA 25 MG X 10 TABLETAS JMW,LEVOSULPIRIDA,JMW,0.95,0,0.95,0.095,0.855,577,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592637007901,001976,,LEVOTEC 750 MG AMP BEHRENS,LEVOFLOXACINA,BEHRENS,13.2,0,13.2,1.32,11.879999999999999,128,2023-06-23 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000489,000781,,LEVOTIROXINA 100 MCG X 10 TABLETAS LAND,LEVOTIROXINA,LAND,0.85,0,0.85,0.085,0.765,417,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7468191038319,005063,,LEVOTIROXINA 200 MCG X 10 TABLETAS S.R.L,LEVOTIROXINA,"INMENOL INDUSTRIAL LABORATORIOS, S.R.L",1.25,0,1.25,0.125,1.125,213,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000502,000782,,LEVOTIROXINA 25 MCG X 10 TABLETAS LAND,LEVOTIROXINA,LAND,0.65,0,0.65,0.065,0.585,533,2024-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000496,000783,,LEVOTIROXINA 50 MCG X 10 TABLETAS LAND,LEVOTIROXINA,LAND,0.7,0,0.7,0.06999999999999999,0.63,478,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596526000141,001364,,L-GLUTAMINE 500MG X 50 CAP NATURLIFE,L-GLUTAMINA,NATURLIFE´S,4.8,0,4.8,0.48,4.32,27,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592601000136,007646,,"LIBERDUX 2,5 MG / 5 ML SOLUCION ORAL PEDIATRICO X 60 ML",DESLORATADINA,SIEGFRIED,2.95,0,2.95,0.29500000000000004,2.6550000000000002,37,2023-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8904187858787,002155,,LIDOCAINA 2% CON DRENALINA I: 80.000 X 1 CART 5 UNIDADES KWALITY,LIDOCAINA - ADRENALINA,KWALITY,2.7,0,2.7,0.27,2.43,2016,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,18901790684731,000785,,LIDOCAINA 2% SOLUCION INYECTABLE I.M / I.V X 1 AMPOLLAS 3 ML CAPLIN POINT,LIDOCAINA,CAPLIN POINT,0.45,0,0.45,0.045000000000000005,0.405,220,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906112610705,003879,,LIDOHEM 20 MG / ML 2% SOLUCION INYECTABLE I.M. X 1 AMPOLLA 50 ML,LIDOCAINA,ADN MEDICAL,2.8,10,2.52,0.252,2.268,200,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7599028000312,002030,,LIENDRECID CHAMPU 100 ML LYA,CHAMPU PARA LIENDRAS,"LABORATORIOS LYA, C.A",3.55,0,3.55,0.355,3.195,18,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7593434002700,006360,,LIFESYSTEM LINAZA MOLIDA CON AVENA X 250 GR,LINAZA - AVENA,LIFESYSTEM,9.15,5,8.69,0.869,7.821,31,2024-06-06 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7593434002779,006368,,LIFESYSTEM PROTEINA DE HUEVO SABOR A CHOCOLATE 250GR,PROTEINA DE HUEVO,LIFESYSTEM,14.094,5,13.3864,1.33864,12.04776,29,2024-07-08 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7593434002762,007212,,LIFESYSTEM PROTEINA DE HUEVO SABOR A VAINILLA,,LIFESYSTEM,14.094,5,13.3864,1.33864,12.04776,12,2024-07-15 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,112244009159,005941,,LIMOLAX LIMONADA PURGANTE 250 ML,LIMONADA PURGANTE,FARMAGENIK,2.6,0,2.6,0.26,2.34,20,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591929000170,004804,,LIMPIALENTE  20/20 SPRAY  70 ML  ALGOL,LIMPIALENTES,SIN DEFINIR,2.552,0,2.552,0.25520000000000004,2.2968,136,2025-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7594001452195,007919,,LINAZA 25 GR RECETTE MARK,LINAZA,RECETTE MARK,2.08,0,2.08,0.20800000000000002,1.872,48,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591012010208,004496,,LINAZA SOBRE 25 GR (LYA),LINAZA,"LABORATORIOS LYA, C.A",1.5,0,1.5,0.15000000000000002,1.35,9,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7593434000485,006578,,LINAZEITE X 30 CAPSULAS,ACEITE DE LINAZA-OMEGA 3-6-9,INTERVIT,6.95,5,6.6,0.66,5.9399999999999995,167,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7593434000010,005661,,LINAZEITE X 60 CAPSULAS,ACEITE DE LINAZA-OMEGA 3-6-9,RHELEN,11,5,10.45,1.045,9.405,65,2024-12-31 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236127572,001828,,LINCOMICINA 600 MG / 2 ML SOLUCION INYECTABLE I.M / I.V X 1 AMPOLLA VITALIS,LINCOMICINA,VITALIS,0.85,0,0.85,0.085,0.765,55,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598750000096,007544,,LINEMED 2 MG / ML 600 MG X 300 ML,LINEZOLID,PHARMAMED,11.35,0,11.35,1.135,10.215,87,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906112610545,001665,,LINEPRA 2MG/ML X 300ML AMP,LINEZOLID,ADN MEDICAL,9.8,10,8.82,0.8820000000000001,7.938000000000001,15,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592637396876,000786,,LINEZID 600MG/ 300ML BEHRENS AMP,LINEZOLID,POR DEFINIR,27,0,27,2.7,24.3,128,2023-07-27 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591062013389,006648,,LIOLACTIL X20 CAPSULAS,LACTOBACILUS,ELMOR,12.8,0,12.8,1.2800000000000002,11.52,39,2023-10-29 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591949801030,006499,,LIP CARE COLOR  PASTEL EN ROMA 03 VALMY,,VALMY,2.146,0,2.146,0.2146,1.9314,27,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591949801016,006498,,LIP CARE COLOR CORAL EN ARUBA 01 VALMY,,VALMY,2.146,0,2.146,0.2146,1.9314,63,,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324100304,002428,,LIPIBIOR 20 MG X 30 TAB,ATORVASTATINA,BIOVENEZUELA,4.75,0,4.75,0.47500000000000003,4.275,117,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306502201,005299,,LIPIMET 850 MG X 10 TAB,METFORMINA,JAYWIN,0.6,0,0.6,0.06,0.54,332,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601200239,004647,,LIPONTAL 900 MG  X 10 TABLETAS,GEMFIBROZILO,SIEGFRIED,3.2,0,3.2,0.32000000000000006,2.88,48,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601200246,007256,,LIPONTAL 900 MG X 30 TABLETAS,GEMFIBROZILO,SIEGFRIED,8.21,0,8.21,0.8210000000000002,7.389000000000001,94,2024-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585314369,008447,,LISILET 10 MG X 30 COMPRIMIDOS,LISINOPRIL,LABORATORIOS LETI,6.75,5,6.41,0.641,5.769,60,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585114389,008445,,LISILETIC 20 MG - 12.5 MG X 30 COMPRIMIDOS,LISINOPRIL - HIDROCLOROTIAZIDA,LABORATORIOS LETI,12.95,5,12.3,1.2300000000000002,11.07,135,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591243830507,003356,,LISIN-BE  120 ML,ESTIMULANTE DE APETITO,BIOTECH,5.104,0,5.104,0.5104000000000001,4.5936,28,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230428,002079,,LISINOPRIL 10 MG X 10 TAB ( BRIXMEDIC),LISINOPRIL,BRIX MEDIC,1,0,1,0.1,0.9,287,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230435,002080,,LISINOPRIL 20 MG X 10 TABLETAS BRIX MEDIC,LISINOPRIL,BRIX MEDIC,1.55,0,1.55,0.15500000000000003,1.395,218,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591570000055,006025,,LIVING CREMA HIDRATANTE DESPIGMENTANTE 120 ML,CREMA HIDRATANTE,LIVING,4.698,0,4.698,0.46980000000000005,4.2282,4,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591570000130,006028,,LIVING DESMAQUILLANTE BI-FACIL 120 ML,DESMAQUILLANTE,LIVING,5.22,0,5.22,0.522,4.6979999999999995,4,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906085134710,001427,,LIVROXABAN  15MG X 28 TAB,RIVAROXABAN,SIN DEFINIR,15.6,0,15.6,1.56,14.04,165,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,810028130142,004096,,LLAVE 3 VIAS X 1MC MEDICAL,LLAVE 3 VIAS,MC MEDICAL,0.406,0,0.406,0.040600000000000004,0.3654,124,2026-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,3499320002523,005328,,LOCERYL 5% LACA 2.5 ML,,AROP,23,0,23,2.3000000000000003,20.7,23,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7597134000714,008240,,LOCHITA 0.5 G X 70 CAPSULAS ABEJITA,LOCHITA,ABEJITA,4.1,0,4.1,0.41,3.6899999999999995,18,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7702123002826,005558,,LOCION ACID MANTLE N PARA TODO TIPO DE PIEL 120 ML BAYER,LOCION,BAYER,9,0,9,0.9,8.1,40,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7594001452119,006749,,LOCION ANALGESICA SPRAY X 60 ML RECETTE,LOCION ANALGESICA,RECETTE MARK,3.074,0,3.074,0.3074,2.7666,11,2025-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591012010406,002032,,LOCION JABONOSA DE AZUFRE 120CC LYA,LOCION JABONOSA,"LABORATORIOS LYA, C.A",2.7,0,2.7,0.27,2.43,17,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076104278,002287,,LODAL 10 MG X 30 TAB,ROSUVASTATINA,GLOBAL FARMA,3,0,3,0.30000000000000004,2.7,41,2023-02-28 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076104285,002159,,LODAL 20 MG X 30 TAB,ROSUVASTATINA,GLOBAL FARMA,8.75,0,8.75,0.875,7.875,56,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020080972,002200,,LODESTAR HCT 50 MG / 12.5 MG X 30 TAB,LOSARTAN- HIDROCLOROTIAZIDA,VALMORCA,5.2,0,5.2,0.52,4.68,160,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601100515,007647,,LOFLOX 400 MG X 10 TABLETAS,LOMEFLOXACINA,SIEGFRIED,1.43,0,1.43,0.143,1.287,14,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601100508,007847,,LOFLOX 400 MG X 5 TABLETAS,LOMEFLOXACINA,SIEGFRIED,0.92,0,0.92,0.09200000000000001,0.8280000000000001,13,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591243831474,004571,,LOGANIL JBE ADUL 250 MG / 5 ML EXPEC.,CARBOCISTEINA,BIOTECH,4.35,0,4.35,0.435,3.9149999999999996,1,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
PSICOTROPICOS Y CONTROLADO,7592803001726,007948,,LOGAT 2 MG X 20 TABLETAS,ALPRAZOLAM,DOLLDER,2.5,0,2.5,0.25,2.25,346,2024-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591243831641,000792,,LOKARIN 5MG/60MG/5ML JBE 60ML,LORATADINA-PSEUDOEFEDRINA,POR DEFINIR,3.35,0,3.35,0.335,3.015,1,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591585116208,008467,,LONGACEF 100 MG / 5 ML SUSPENSION ORAL PEDIATRICO 60 ML,CEFIXIMA,LABORATORIOS LETI,25.15,5,23.89,2.3890000000000002,21.501,28,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585112224,008442,,LONGACEF 400 MG X 5 CAPSULAS,CEFIXIMA,LABORATORIOS LETI,37.95,5,36.05,3.605,32.445,39,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592349723571,000793,,LOPERAM 2 MG X 10 TABLETAS,LOPERAMIDA,LABORATORIOS VARGAS,2.8,0,2.8,0.27999999999999997,2.52,257,2027-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101400,006902,,LOPERAMIDA 2 MG X 20 TAB (ZUZU),LOPERAMIDA,ZUZU,1.15,0,1.15,0.11499999999999999,1.035,211,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7702184011256,003382,,LOPERAMIDA 2 MG X 6 TAB (BLISTER) ECAR,LOPERAMIDA,ECAR,0.2,0,0.2,0.020000000000000004,0.18,13,2026-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000519,000794,,LOPERAMIDA 2MG X 10 TAB LAND,LOPERAMIDA,POR DEFINIR,0.45,0,0.45,0.045000000000000005,0.405,10,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7594001101444,002506,,LORADEX 1 MG / ML JARABE X 60 ML,LORATADINA,PLUSANDEX,1.8,0,1.8,0.18000000000000002,1.62,121,2025-08-30 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7594001101635,002504,,LORADEX 1 MG/ ML JARABE 30 ML,LORATADINA,PLUSANDEX,1.5,0,1.5,0.15000000000000002,1.35,214,2025-09-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7594001101383,000799,,LORADEX 10MG X 10 TAB,LORATADINA,PLUSANDEX,0.8,0,0.8,0.08000000000000002,0.72,1,2027-03-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7898049790180,003935,,LORASLIV 10 MG X 12 COMPIMIDOS,LORATADINA,VITAMEDIC,0.8,0,0.8,0.08000000000000002,0.72,1771,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101394,006904,,LORATADINA - AMBROXOL 5 MG / 60 MG X 20 TAB (ZUZU),LORATADINA-AMBROXOL,ZUZU,1.9,0,1.9,0.19,1.71,259,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592616362014,002951,,LORATADINA 1 MG / ML JARABE PEDIATRICO 60 ML KIMICEG,LORATADINA,KIMICEG,1.4,0,1.4,0.13999999999999999,1.26,98,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592616361017,004021,,LORATADINA 10 MG X 10 TAB  KIMICEG,LORATADINA,KIMICEG,1.15,0,1.15,0.11499999999999999,1.035,92,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519000788,000802,,LORATADINA 10MG X 10 TAB CALOX,LORATADINA,CALOX,0.95,0,0.95,0.095,0.855,143,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,675696260054,000805,,LORATADINA 5 MG / 5ML SOLUCION ORAL 60 ML BUKA,LORATADINA,BUKA,1.4,0,1.4,0.13999999999999999,1.26,890,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8906045360494,006903,,LORATADINA 5MG / 5 ML X 60 ML SOL. ORAL (ZUZU),LORATADINA,ZUZU,1.9,0,1.9,0.19,1.71,1470,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8906006592872,000806,,LORATADINA 5MG/5ML SUSP 90ML COLIN,LORATADINA,POR DEFINIR,2.29,0,2.29,0.229,2.061,83,2024-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020001335,002188,,LORAVAL 10 MG X 10 TAB,LORATADINA,VALMORCA,1.55,0,1.55,0.15500000000000003,1.395,95,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591020001342,002187,,LORAVAL 5 MG / 5 ML PED 60 ML,LORATADINA,VALMORCA,2,0,2,0.2,1.8,70,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7506078984172,006597,,LOREAL CREMA  HIDRA TOTAL 5   (CUIDADO DIA)  50ML,MANTECA KARITE-VITAMINA E,LOREAL,9.048,0,9.048,0.9048,8.1432,2,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591196004475,008352,,LORECORT 1 MG - 0.05 MG SOLUCION ORAL 60 ML,LORATADINA - BETAMETASONA,OFTALMI,4.1,0,4.1,0.41,3.6899999999999995,5,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592803000750,003139,,LOREX  1 MG / ML 60 ML,LORATADINA,DOLLDER,1.55,0,1.55,0.15500000000000003,1.395,45,2025-05-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592803000729,005228,,LOREX 10 MG X 10 TABLETAS,LORATADINA,DOLLDER,1.2,0,1.2,0.12,1.08,61,2025-03-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18901790709281,000808,,LORNOXICAM 8MG X 10 TAB CAPLINPOINT,LORNOXICAM,POR DEFINIR,1.25,0,1.25,0.125,1.125,151,,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306500986,006609,,LORTAN  50MG X 10 JAYWIN,LOSARTAN POTASICO,JAYWIN,0.5,0,0.5,0.05,0.45,1090,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906112610200,004593,,LOSAPRA 50 MG  X 30 TABLETAS,LOSARTAN POTASICO,ADN MEDICAL,2.55,10,2.3,0.22999999999999998,2.07,63,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596347805192,004831,,LOSARPRAD 50 MG  X 10 TABLETAS,LOSARTAN POTASICO,DPT,0.55,0,0.55,0.05500000000000001,0.49500000000000005,883,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230251,001312,,LOSARTAN 100MG X 10 TAB BRIX (BLISTER),,BRIX MEDIC,1.06,0,1.06,0.10600000000000001,0.9540000000000001,265,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130231098,003165,,LOSARTAN 50 MG / HIDROCLOROTIAZIDA 12.5 MG X 10 TABLETAS BRIX MEDIC,LOSARTAN - HIDROCLOROTIAZIDA,BRIX MEDIC,0.75,0,0.75,0.07500000000000001,0.675,341,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7502226294766,008329,,LOSARTAN 50 MG X 30 TABLETAS ALPHARMA,LOSARTAN,ALPHARMA,2.05,0,2.05,0.205,1.8449999999999998,516,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906046420449,002588,,LOSARTAN POT / HIDROCLOROTIAZIDA 50 MG / 12.5 MG X 10 TAB (JMW),LOSARTAN-HIDROCLOROTIAZIDA,JMW,1.15,0,1.15,0.11499999999999999,1.035,27,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,675696260177,007764,,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG X 30 TABLETAS BUKA,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,BUKA,2.8,0,2.8,0.27999999999999997,2.52,889,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7703763190270,006966,,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG / 12.5 MG X 15 TABLETAS LA SANTE,LOSARTAN - HIDROCLOROTIAZIDA,LA SANTE,2.06,0,2.06,0.20600000000000002,1.854,34,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,675696260214,007763,,LOSARTAN POTASICO 100 MG X 30 TABLETAS BUKA,LOSARTAN POTASICO,BUKA,2.8,0,2.8,0.27999999999999997,2.52,567,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,CPEÑ 1221510457,006644,,LOSARTAN POTASICO 50 MG X 10 TABLETAS  (FAHD),LOSARTAN POTASICO,FAHD,0.6,0,0.6,0.06,0.54,50,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230268,007056,,LOSARTAN POTASICO 50 MG X 10 TABLETAS BRIX,LOSARTAN POTASICO,BRIX MEDIC,0.64,0,0.64,0.064,0.5760000000000001,2853,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,LOSARTANPOT01,006905,,LOSARTAN POTASICO 50 MG X 30 TAB (ZUZU),LOSARTAN POTASICO,ZUZU,1.55,0,1.55,0.15500000000000003,1.395,17,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598176000120,006717,,LOSARTAN POTASICO 50 MG X 30 TABLETAS ANGELUS,LOSARTAN POTASICO,ANGELUS,1.7,0,1.7,0.17,1.53,123,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,675696260061,007765,,LOSARTAN POTASICO 50 MG X 30 TABLETAS BUKA,LOSARTAN POTASICO,BUKA,1.6,0,1.6,0.16000000000000003,1.44,1190,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020008914,004022,,LOSARTAN POTASICO 50 MG X 30 TABLETAS GENCER,LOSARTAN POTASICO,GENCER,4.15,0,4.15,0.41500000000000004,3.7350000000000003,74,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7503003134169,008330,,LOSIL-C 1% CREMA 20 GR,TERBINAFINA,ALPHARMA,3.15,0,3.15,0.315,2.835,114,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7503004908998,005737,,LOSIL-S ATOMIZADOR 1% 30ML,TERBINAFINA,CCM,4.2,0,4.2,0.42000000000000004,3.7800000000000002,12,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000453,004628,,LUBRICANTE INTIMO 120 ML BIOGEL,LUBRICANTE,H.M.D MEDICAL,3.248,0,3.248,0.32480000000000003,2.9232,139,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000446,003548,,LUBRICANTE INTIMO 60 ML BIOGEL,LUBRICANTE,H.M.D MEDICAL,2.436,0,2.436,0.2436,2.1924,70,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000460,003546,,LUBRICANTE INTIMO CHICLE 60 ML BIOGEL,LUBRICANTE,H.M.D MEDICAL,2.436,0,2.436,0.2436,2.1924,55,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000439,003545,,LUBRICANTE INTIMO CHOCOLATE 60 ML BIOGEL,LUBRICANTE,H.M.D MEDICAL,2.436,0,2.436,0.2436,2.1924,55,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000477,003547,,LUBRICANTE INTIMO PIÑA COLADA 60 ML BIOGEL,LUBRICANTE,H.M.D MEDICAL,2.436,0,2.436,0.2436,2.1924,78,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,723592772741,007881,,LUBRICANTE SENSE A BASE DE AGUA 75 ML,LUBRICANTE INTIMO,SENSE,4.234,0,4.234,0.4234,3.8106,1,2027-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
